FlyPopulationCode;RefCode;SiteCode;FlyFamily;FlyGenus;FlySpecies;FlySubspecies;CurrentFlySpecies;FlyCaptureNumber;FlyFemales;FlyMales;FlyUndetermined;
BFFPOP1631;BFR067;BFA323;Nycteribiidae;Nycteribia;Nycteribia cf. formosana;;Nycteribia cf. formosana;1;0;1;0;
BFFPOP1632;BFR067;BFA324;;Brachytarsina;Brachytarsina kanoi;;Brachytarsina kanoi;3;2;1;0;
BFFPOP1633;BFR067;BFA325;Nycteribiidae;Nycteribia;Nycteribia cf. formosana;;Nycteribia cf. formosana;3;2;1;0;
BFFPOP1634;BFR068;BFA326;Streblidae;Trichobius;Trichobius tiptoni;;Trichobius tiptoni;13;NA;NA;13;
BFFPOP1635;BFR068;BFA326;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;4;NA;NA;4;
BFFPOP1636;BFR068;BFA326;Streblidae;Strebla;Strebla harderi;;Strebla harderi;1;NA;NA;1;
BFFPOP1637;BFR068;BFA326;Streblidae;Trichobius;Trichobius sp.;;Trichobius sp.;1;NA;NA;1;
BFFPOP1638;BFR068;BFA326;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;2;NA;NA;2;
BFFPOP1639;BFR068;BFA326;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;69;NA;NA;69;
BFFPOP1640;BFR068;BFA326;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;1;NA;NA;1;
BFFPOP1641;BFR068;BFA326;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;1;NA;NA;1;
BFFPOP1642;BFR068;BFA326;Nycteribiidae;Basilia;Basilia tiptoni;;Basilia tiptoni;7;NA;NA;7;
BFFPOP1643;BFR068;BFA326;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;8;NA;NA;8;
BFFPOP1644;BFR068;BFA326;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;28;NA;NA;28;
BFFPOP1645;BFR068;BFA326;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;29;NA;NA;29;
BFFPOP1646;BFR069;BFA327;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;NA;NA;NA;NA;
BFFPOP1647;BFR069;BFA327;;Penicillidia;Penicillidia fulvida;;Penicillidia fulvida;NA;NA;NA;NA;
BFFPOP1648;BFR069;BFA327;;Ascodipteron;Ascodipteron sp.;;Ascodipteron sp.;NA;NA;NA;NA;
BFFPOP1649;BFR069;BFA327;;Brachytarsina;Brachytarsina sp.;;Brachytarsina sp.;NA;NA;NA;NA;
BFFPOP1650;BFR070;BFA328;Streblidae;Trichobius;Trichobius near caecus;;Trichobius near caecus;1;NA;NA;1;
BFFPOP1651;BFR070;BFA328;Streblidae;Nycterophilia;Nycterophilia parnelli;;Nycterophilia parnelli;13;NA;NA;13;
BFFPOP1652;BFR070;BFA328;Streblidae;Trichobius;Trichobius near caecus;;Trichobius near caecus;10;NA;NA;10;
BFFPOP1653;BFR071;BFA329;Nycteribiidae;Nycteribia;Nycteribia allotopa;;Nycteribia allotopa;NA;NA;NA;NA;
BFFPOP1654;BFR071;BFA329;Nycteribiidae;Nycteribia;Nycteribia parvula;;Nycteribia parvula;NA;NA;NA;NA;
BFFPOP1655;BFR071;BFA329;Nycteribiidae;Nycteribia;Nycteribia sp. 1;;Nycteribia sp. 1;NA;NA;NA;NA;
BFFPOP1656;BFR071;BFA329;;Penicillidia;Penicillidia jenynsii;;Penicillidia jenynsii;NA;NA;NA;NA;
BFFPOP1657;BFR071;BFA329;Nycteribiidae;Phthiridium;Phthiridium hindlei;;Phthiridium hindlei;NA;NA;NA;NA;
BFFPOP1658;BFR071;BFA330;Nycteribiidae;Phthiridium;Phthiridium hindlei;;Phthiridium hindlei;NA;NA;NA;NA;
BFFPOP1659;BFR071;BFA330;;Brachytarsina;Brachytarsina sp.;;Brachytarsina sp.;NA;NA;NA;NA;
BFFPOP1660;BFR071;BFA331;Nycteribiidae;Nycteribia;Nycteribia allotopa;;Nycteribia allotopa;NA;NA;NA;NA;
BFFPOP1661;BFR071;BFA331;Nycteribiidae;Nycteribia;Nycteribia parvula;;Nycteribia parvula;NA;NA;NA;NA;
BFFPOP1662;BFR071;BFA331;Nycteribiidae;Nycteribia;Nycteribia sp. 1;;Nycteribia sp. 1;NA;NA;NA;NA;
BFFPOP1663;BFR071;BFA331;Nycteribiidae;Nycteribia;Nycteribia sp. 2;;Nycteribia sp. 2;NA;NA;NA;NA;
BFFPOP1664;BFR071;BFA331;;Penicillidia;Penicillidia jenynsii;;Penicillidia jenynsii;NA;NA;NA;NA;
BFFPOP1665;BFR071;BFA332;Nycteribiidae;Phthiridium;Phthiridium hindlei;;Phthiridium hindlei;NA;NA;NA;NA;
BFFPOP1666;BFR071;BFA332;;Brachytarsina;Brachytarsina sp.;;Brachytarsina sp.;NA;NA;NA;NA;
BFFPOP1667;BFR071;BFA333;Nycteribiidae;Phthiridium;Phthiridium hindlei;;Phthiridium hindlei;NA;NA;NA;NA;
BFFPOP1668;BFR071;BFA333;;Brachytarsina;Brachytarsina sp.;;Brachytarsina sp.;NA;NA;NA;NA;
BFFPOP1669;BFR072;BFA334;;Leptocyclopodia;Leptocyclopodia ferrari;;Leptocyclopodia ferrari;95;NA;NA;95;
BFFPOP1670;BFR072;BFA334;;Eucampsipoda;Eucampsipoda sundaica;;Eucampsipoda sundaica;261;NA;NA;261;
BFFPOP1671;BFR072;BFA334;;Eucampsipoda;Eucampsipoda penthetoris;;Eucampsipoda penthetoris;151;NA;NA;151;
BFFPOP1672;BFR072;BFA334;;Archinycteribia;Archinycteribia octophthalma;;Archinycteribia octophthalma;84;NA;NA;84;
BFFPOP1673;BFR073;BFA335;Nycteribiidae;Nycteribia;Nycteribia kolenatii;;Nycteribia kolenatii;8;NA;NA;8;
BFFPOP1674;BFR074;BFA336;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;1;1;0;0;
BFFPOP1675;BFR074;BFA336;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;3;0;3;0;
BFFPOP1676;BFR074;BFA337;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;1;0;1;0;
BFFPOP1677;BFR074;BFA337;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;7;3;4;0;
BFFPOP1678;BFR074;BFA338;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;3;1;2;0;
BFFPOP1679;BFR074;BFA338;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;5;1;4;0;
BFFPOP1680;BFR074;BFA338;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;19;7;12;0;
BFFPOP1681;BFR074;BFA338;Streblidae;Trichobius;Trichobius johnsonae;;Trichobius johnsonae;1;0;1;0;
BFFPOP1682;BFR074;BFA338;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;26;9;17;0;
BFFPOP1683;BFR074;BFA339;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;1;1;0;0;
BFFPOP1684;BFR074;BFA340;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;43;20;23;0;
BFFPOP1685;BFR074;BFA340;Streblidae;Trichobius;Trichobius adamsi;;Trichobius adamsi;14;4;10;0;
BFFPOP1686;BFR074;BFA340;Streblidae;Trichobius;Trichobius sphaeronotus;;Trichobius sphaeronotus;5;1;4;0;
BFFPOP1687;BFR074;BFA341;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;10;2;8;0;
BFFPOP1688;BFR074;BFA341;Streblidae;Trichobius;Trichobius adamsi;;Trichobius adamsi;18;6;12;0;
BFFPOP1689;BFR074;BFA342;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;9;5;4;0;
BFFPOP1690;BFR074;BFA342;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;1;1;0;0;
BFFPOP1691;BFR074;BFA342;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;2;0;2;0;
BFFPOP1692;BFR074;BFA342;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;28;11;17;0;
BFFPOP1693;BFR074;BFA342;Streblidae;Trichobius;Trichobius sphaeronotus;;Trichobius sphaeronotus;15;6;9;0;
BFFPOP1694;BFR074;BFA342;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;4;2;2;0;
BFFPOP1695;BFR074;BFA343;Streblidae;Trichobius;Trichobius sp.;;Trichobius sp.;4;0;0;4;
BFFPOP1696;BFR074;BFA343;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;1;0;1;0;
BFFPOP1697;BFR074;BFA344;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;9;6;3;0;
BFFPOP1698;BFR074;BFA344;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;6;1;5;0;
BFFPOP1699;BFR074;BFA344;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;5;0;5;0;
BFFPOP1700;BFR074;BFA344;Streblidae;Strebla;Strebla alvarezi;;Strebla alvarezi;3;1;2;0;
BFFPOP1701;BFR074;BFA345;Streblidae;Strebla;Strebla alvarezi;;Strebla alvarezi;2;1;1;0;
BFFPOP1702;BFR074;BFA345;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;9;2;7;0;
BFFPOP1703;BFR074;BFA346;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;1;0;1;0;
BFFPOP1704;BFR074;BFA347;Streblidae;Strebla;Strebla alvarezi;;Strebla alvarezi;1;0;1;0;
BFFPOP1705;BFR074;BFA347;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;1;1;0;0;
BFFPOP1706;BFR074;BFA347;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;1;0;1;0;
BFFPOP1707;BFR074;BFA347;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;1;0;1;0;
BFFPOP1708;BFR074;BFA347;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;6;3;3;0;
BFFPOP1709;BFR074;BFA348;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;10;3;7;0;
BFFPOP1710;BFR074;BFA348;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;2;1;1;0;
BFFPOP1711;BFR074;BFA349;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;5;3;2;0;
BFFPOP1712;BFR074;BFA349;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;11;7;4;0;
BFFPOP1713;BFR075;BFA350;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;51;NA;NA;51;
BFFPOP1714;BFR075;BFA350;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;28;NA;NA;28;
BFFPOP1715;BFR076;BFA351;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;8;NA;NA;8;
BFFPOP1716;BFR076;BFA351;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;7;NA;NA;7;
BFFPOP1717;BFR076;BFA351;Streblidae;Neotrichobius;Neotrichobius delicatus;;Neotrichobius delicatus;1;NA;NA;1;
BFFPOP1718;BFR076;BFA351;Streblidae;Paraeuctenodes;Paraecteunodes similis;;Paraecteunodes similis;10;NA;NA;10;
BFFPOP1719;BFR076;BFA351;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;112;NA;NA;112;
BFFPOP1720;BFR076;BFA351;Streblidae;Strebla;Strebla chrotopteri;;Strebla chrotopteri;1;NA;NA;1;
BFFPOP1721;BFR076;BFA351;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;41;NA;NA;41;
BFFPOP1722;BFR076;BFA351;Streblidae;Strebla;Strebla mirabilis;;Strebla mirabilis;1;NA;NA;1;
BFFPOP1723;BFR076;BFA351;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;4;NA;NA;4;
BFFPOP1724;BFR076;BFA351;Streblidae;Trichobius;Trichobius anducei;;Trichobius anducei;22;NA;NA;22;
BFFPOP1725;BFR076;BFA351;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;1;NA;NA;1;
BFFPOP1726;BFR076;BFA351;Streblidae;Trichobius;Trichobius dugesioides;dugesioides;Trichobius dugesioides dugesioides;1;NA;NA;1;
BFFPOP1727;BFR076;BFA351;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;288;NA;NA;288;
BFFPOP1728;BFR076;BFA351;Streblidae;Trichobius;Trichobius lonchophyllae;;Trichobius lonchophyllae;1;NA;NA;1;
BFFPOP1729;BFR076;BFA351;Streblidae;Trichobius;Trichobius tiptoni;;Trichobius tiptoni;13;NA;NA;13;
BFFPOP1730;BFR076;BFA351;Streblidae;Trichobius;Trichobius longipes;;Trichobius longipes;14;NA;NA;14;
BFFPOP1731;BFR076;BFA351;Streblidae;Trichobius;Trichobius parasiticus complex;;Trichobius parasiticus complex;1;NA;NA;1;
BFFPOP1732;BFR076;BFA351;Streblidae;Trichobius;Trichobius uniformis group;;Trichobius uniformis group;3;NA;NA;3;
BFFPOP1733;BFR076;BFA351;Nycteribiidae;Basilia;Basilia juquiensis;;Basilia juquiensis;17;NA;NA;17;
BFFPOP1734;BFR077;BFA352;Streblidae;Anastrebla;Anastrebla caudiferae;;Anastrebla caudiferae;1;NA;NA;1;
BFFPOP1735;BFR077;BFA352;Streblidae;Anastrebla;Anastrebla modestini;;Anastrebla modestini;1;NA;NA;1;
BFFPOP1736;BFR077;BFA352;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;194;NA;NA;194;
BFFPOP1737;BFR077;BFA352;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;41;NA;NA;41;
BFFPOP1738;BFR077;BFA352;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;38;NA;NA;38;
BFFPOP1739;BFR077;BFA352;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;147;NA;NA;147;
BFFPOP1740;BFR077;BFA352;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;4;NA;NA;4;
BFFPOP1741;BFR077;BFA352;Streblidae;Neotrichobius;Neotrichobius delicatus;;Neotrichobius delicatus;3;NA;NA;3;
BFFPOP1742;BFR077;BFA352;Streblidae;Paraeuctenodes;Paraeuctenodes similis;;Paraeuctenodes similis;27;NA;NA;27;
BFFPOP1743;BFR077;BFA352;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;154;NA;NA;154;
BFFPOP1744;BFR077;BFA352;Streblidae;Strebla;Strebla diphyllae;;Strebla diphyllae;2;NA;NA;2;
BFFPOP1745;BFR077;BFA352;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;98;NA;NA;98;
BFFPOP1746;BFR077;BFA352;Streblidae;Strebla;Strebla machadoi;;Strebla machadoi;5;NA;NA;5;
BFFPOP1747;BFR077;BFA352;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;28;NA;NA;28;
BFFPOP1748;BFR077;BFA352;Streblidae;Strebla;Strebla sp. nov.;;Strebla sp. nov.;1;NA;NA;1;
BFFPOP1749;BFR077;BFA352;Streblidae;Trichobius;Trichobius anducei;;Trichobius anducei;49;NA;NA;49;
BFFPOP1750;BFR077;BFA352;Streblidae;Trichobius;Trichobius diphyllae;;Trichobius diphyllae;1;NA;NA;1;
BFFPOP1751;BFR077;BFA352;Streblidae;Trichobius;Trichobius dugesioides;dugesioides;Trichobius dugesioides dugesioides;2;NA;NA;2;
BFFPOP1752;BFR077;BFA352;Streblidae;Trichobius;Trichobius furmani;;Trichobius furmani;44;NA;NA;44;
BFFPOP1753;BFR077;BFA352;Streblidae;Trichobius;Trichobius handleyi;;Trichobius handleyi;3;NA;NA;3;
BFFPOP1754;BFR077;BFA352;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;241;NA;NA;241;
BFFPOP1755;BFR077;BFA352;Streblidae;Trichobius;Trichobius lonchophyllae;;Trichobius lonchophyllae;6;NA;NA;6;
BFFPOP1756;BFR077;BFA352;Streblidae;Trichobius;Trichobius longipes;;Trichobius longipes;11;NA;NA;11;
BFFPOP1757;BFR077;BFA352;Streblidae;Trichobius;Trichobius tiptoni;;Trichobius tiptoni;6;NA;NA;6;
BFFPOP1758;BFR077;BFA352;Streblidae;Trichobius;Trichobius sp.1;;Trichobius sp.1;17;NA;NA;17;
BFFPOP1759;BFR078;BFA353;;Penicillidia;Penicillidia conspicua;;Penicillidia conspicua;NA;NA;NA;NA;
BFFPOP1760;BFR078;BFA353;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;NA;NA;NA;NA;
BFFPOP1761;BFR079;BFA354;Streblidae;Trichobius;Trichobius longipilis;;Trichobius longipilis;3;NA;NA;3;
BFFPOP1762;BFR079;BFA355;Streblidae;Nycterophilia;Nycterophilia parnelli;;Nycterophilia parnelli;5;NA;NA;5;
BFFPOP1763;BFR079;BFA356;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;7;NA;NA;7;
BFFPOP1764;BFR079;BFA357;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;1;NA;NA;1;
BFFPOP1765;BFR079;BFA358;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;3;NA;NA;3;
BFFPOP1766;BFR079;BFA358;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;2;NA;NA;2;
BFFPOP1767;BFR079;BFA359;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;7;NA;NA;7;
BFFPOP1768;BFR079;BFA360;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;8;NA;NA;8;
BFFPOP1769;BFR079;BFA361;Streblidae;Trichobius;Trichobius johnsonae;;Trichobius johnsonae;2;NA;NA;2;
BFFPOP1770;BFR079;BFA362;Streblidae;Trichobius;Trichobius sphaeronotus;;Trichobius sphaeronotus;7;NA;NA;7;
BFFPOP1771;BFR079;BFA363;Streblidae;Megistopoda;Megistopoda theodoro-like;;Megistopoda theodoro-like;3;NA;NA;3;
BFFPOP1772;BFR079;BFA364;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;9;NA;NA;9;
BFFPOP1773;BFR079;BFA365;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;2;NA;NA;2;
BFFPOP1774;BFR079;BFA366;Streblidae;Nycterophilia;Nycterophilia fairchildi;;Nycterophilia fairchildi;5;NA;NA;5;
BFFPOP1775;BFR079;BFA367;Streblidae;Anastrebla;Anastrebla modestini;;Anastrebla modestini;1;NA;NA;1;
BFFPOP1776;BFR079;BFA368;Streblidae;Nycterophilia;Nycterophilia mormoopsis;;Nycterophilia mormoopsis;9;NA;NA;9;
BFFPOP1777;BFR079;BFA368;Streblidae;Trichobius;Trichobius galei;;Trichobius galei;4;NA;NA;4;
BFFPOP1778;BFR079;BFA368;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;1;NA;NA;1;
BFFPOP1779;BFR079;BFA368;Streblidae;Trichobius;Trichobius leionotus;;Trichobius leionotus;5;NA;NA;5;
BFFPOP1780;BFR079;BFA369;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;3;NA;NA;3;
BFFPOP1781;BFR079;BFA370;Streblidae;Trichobius;Trichobius sparsus;;Trichobius sparsus;10;NA;NA;10;
BFFPOP1782;BFR079;BFA371;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;7;NA;NA;7;
BFFPOP1783;BFR079;BFA372;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;2;NA;NA;2;
BFFPOP1784;BFR079;BFA373;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;7;NA;NA;7;
BFFPOP1785;BFR080;BFA374;Streblidae;Anastrebla;Anastrebla caudiferae;;Anastrebla caudiferae;1;NA;NA;1;
BFFPOP1786;BFR080;BFA374;Streblidae;Anastrebla;Anastrebla modestini;;Anastrebla modestini;1;NA;NA;1;
BFFPOP1787;BFR080;BFA374;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;134;NA;NA;134;
BFFPOP1788;BFR080;BFA374;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;2;NA;NA;2;
BFFPOP1789;BFR080;BFA374;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;6;NA;NA;6;
BFFPOP1790;BFR080;BFA374;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;22;NA;NA;22;
BFFPOP1791;BFR080;BFA374;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;135;NA;NA;135;
BFFPOP1792;BFR080;BFA374;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;3;NA;NA;3;
BFFPOP1793;BFR080;BFA374;Streblidae;Neotrichobius;Neotrichobius delicatus;;Neotrichobius delicatus;1;NA;NA;1;
BFFPOP1794;BFR080;BFA374;Streblidae;Paraeuctenodes;Paraeuctenodes similis;;Paraeuctenodes similis;45;NA;NA;45;
BFFPOP1795;BFR080;BFA374;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;146;NA;NA;146;
BFFPOP1796;BFR080;BFA374;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;19;NA;NA;19;
BFFPOP1797;BFR080;BFA374;Streblidae;Strebla;Strebla hertigi;;Strebla hertigi;2;NA;NA;2;
BFFPOP1798;BFR080;BFA374;Streblidae;Trichobioides;Trichobioides perspicillatus;;Trichobioides perspicillatus;3;NA;NA;3;
BFFPOP1799;BFR080;BFA374;Streblidae;Trichobius;Trichobius assimilis;;Trichobius assimilis;1;NA;NA;1;
BFFPOP1800;BFR080;BFA374;Streblidae;Trichobius;Trichobius costalimai;;Trichobius costalimai;11;NA;NA;11;
BFFPOP1801;BFR080;BFA374;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;2;NA;NA;2;
BFFPOP1802;BFR080;BFA374;Streblidae;Trichobius;Trichobius longipes;;Trichobius longipes;6;NA;NA;6;
BFFPOP1803;BFR080;BFA374;Streblidae;Trichobius;Trichobius tiptoni;;Trichobius tiptoni;5;NA;NA;5;
BFFPOP1804;BFR080;BFA374;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;236;NA;NA;236;
BFFPOP1805;BFR080;BFA374;Streblidae;Trichobius;Trichobius phyllostomae;;Trichobius phyllostomae;5;NA;NA;5;
BFFPOP1806;BFR081;BFA375;Streblidae;Anastrebla;Anastrebla caudiferae;;Anastrebla caudiferae;1;NA;NA;1;
BFFPOP1807;BFR081;BFA375;Streblidae;Trichobius;Trichobius tiptoni;;Trichobius tiptoni;13;NA;NA;13;
BFFPOP1808;BFR081;BFA375;Streblidae;Exastinion;Exastinion clovisi;;Exastinion clovisi;13;NA;NA;13;
BFFPOP1809;BFR081;BFA375;Streblidae;Anastrebla;Anastrebla modestini;;Anastrebla modestini;9;NA;NA;9;
BFFPOP1810;BFR081;BFA375;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;5;NA;NA;5;
BFFPOP1811;BFR081;BFA375;Streblidae;Paraeuctenodes;Paraeuctenodes similis;;Paraeuctenodes similis;2;NA;NA;2;
BFFPOP1812;BFR081;BFA375;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;13;NA;NA;13;
BFFPOP1813;BFR081;BFA375;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;1;NA;NA;1;
BFFPOP1814;BFR081;BFA375;Streblidae;Strebla;Strebla mirabilis;;Strebla mirabilis;4;NA;NA;4;
BFFPOP1815;BFR081;BFA375;Streblidae;Trichobius;Trichobius dugesioides;;Trichobius dugesioides;3;NA;NA;3;
BFFPOP1816;BFR081;BFA375;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;6;NA;NA;6;
BFFPOP1817;BFR081;BFA375;Nycteribiidae;Basilia;Basilia producta;;Basilia producta;3;NA;NA;3;
BFFPOP1818;BFR081;BFA375;Nycteribiidae;Basilia;Basilia juquiensis;;Basilia juquiensis;3;NA;NA;3;
BFFPOP1819;BFR081;BFA375;Streblidae;Anatrichobius;Anatrichobius passosi;;Anatrichobius passosi;1;NA;NA;1;
BFFPOP1820;BFR082;BFA376;Streblidae;Paradyschiria;Paradyschiria fusca;;Paradyschiria fusca;NA;NA;NA;NA;
BFFPOP1821;BFR082;BFA376;Streblidae;Noctiliostrebla;Noctiliostrebla aitkeni;;Noctiliostrebla aitkeni;NA;NA;NA;NA;
BFFPOP1822;BFR083;BFA377;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;2042;NA;NA;2042;
BFFPOP1823;BFR083;BFA377;Streblidae;Trichobius;Trichobius sphaeronotus;;Trichobius sphaeronotus;107;NA;NA;107;
BFFPOP1824;BFR084;BFA378;;Penicillidia;Penicillidia jenynsii;;Penicillidia jenynsii;45;NA;NA;45;
BFFPOP1825;BFR084;BFA378;Nycteribiidae;Nycteribia;Nycteribia sp.;;Nycteribia sp.;79;NA;NA;79;
BFFPOP1826;BFR084;BFA378;Nycteribiidae;Nycteribia;Nycteribia allotopa;;Nycteribia allotopa;157;NA;NA;157;
BFFPOP1827;BFR085;BFA379;;Eucampsipoda;Eucampsipoda africana;;Eucampsipoda africana;NA;NA;NA;NA;
BFFPOP1828;BFR085;BFA379;Nycteribiidae;Nycteribia;Nycteribia schmidli scotti;scotti;Nycteribia schmidli scotti;NA;NA;NA;NA;
BFFPOP1829;BFR085;BFA379;;Penicillidia;Penicillidia fulvida;;Penicillidia fulvida;NA;NA;NA;NA;
BFFPOP1830;BFR085;BFA379;Streblidae;Raymondia;Raymondia huberi group;;Raymondia huberi group;NA;NA;NA;NA;
BFFPOP1831;BFR085;BFA380;;Eucampsipoda;Eucampsipoda africana;;Eucampsipoda africana;NA;NA;NA;NA;
BFFPOP1832;BFR085;BFA380;Streblidae;Raymondia;Raymondia huberi group;;Raymondia huberi group;NA;NA;NA;NA;
BFFPOP1833;BFR085;BFA381;;Eucampsipoda;Eucampsipoda africana;;Eucampsipoda africana;NA;NA;NA;NA;
BFFPOP1834;BFR085;BFA381;Nycteribiidae;Nycteribia;Nycteribia schmidli scotti;scotti;Nycteribia schmidli scotti;NA;NA;NA;NA;
BFFPOP1835;BFR085;BFA381;;Penicillidia;Penicillidia fulvida;;Penicillidia fulvida;NA;NA;NA;NA;
BFFPOP1836;BFR085;BFA381;Streblidae;Raymondia;Raymondia huberi;;Raymondia huberi;NA;NA;NA;NA;
BFFPOP1837;BFR085;BFA381;;Brachytarsina;Brachytarsina allaudi;;Brachytarsina allaudi;NA;NA;NA;NA;
BFFPOP1838;BFR085;BFA381;Streblidae;Raymondia;Raymondia huberi group;;Raymondia huberi group;NA;NA;NA;NA;
BFFPOP1839;BFR085;BFA382;;Eucampsipoda;Eucampsipoda africana;;Eucampsipoda africana;NA;NA;NA;NA;
BFFPOP1840;BFR085;BFA382;Nycteribiidae;Nycteribia;Nycteribia schmidli scotti;scotti;Nycteribia schmidli scotti;NA;NA;NA;NA;
BFFPOP1841;BFR085;BFA382;;Penicillidia;Penicillidia fulvida;;Penicillidia fulvida;NA;NA;NA;NA;
BFFPOP1842;BFR085;BFA382;Streblidae;Raymondia;Raymondia huberi;;Raymondia huberi;NA;NA;NA;NA;
