FlyPopulationCode,RefCode,SiteCode,FlyFamily,FlyGenus,FlySpecies,CurrentFlySpecies,FlySubspecies,FlyCaptureNumber,FlyFemales,FlyMales,FlyUndetermined
BFFPOP0664,BFR024,BFA138,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,2,1,1,0
BFFPOP0665,BFR024,BFA138,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,26,17,9,0
BFFPOP0666,BFR024,BFA139,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,1,0,1,0
BFFPOP0667,BFR024,BFA139,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,19,8,11,0
BFFPOP0668,BFR024,BFA139,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,1,0,1,0
BFFPOP0669,BFR024,BFA139,Streblidae,Strebla,Strebla alvarezi,Strebla alvarezi,NA,15,5,10,0
BFFPOP0670,BFR024,BFA139,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,1,0,1,0
BFFPOP0671,BFR024,BFA139,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,5,2,3,0
BFFPOP0672,BFR024,BFA139,Streblidae,Trichobius,Trichobius galei,Trichobius galei,NA,2,0,2,0
BFFPOP0673,BFR024,BFA139,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,28,19,9,0
BFFPOP0674,BFR024,BFA139,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,26,14,12,0
BFFPOP0675,BFR024,BFA139,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,1,1,0,0
BFFPOP0676,BFR024,BFA140,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,34,20,14,0
BFFPOP0677,BFR024,BFA140,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,42,18,24,0
BFFPOP0678,BFR024,BFA140,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,38,15,23,0
BFFPOP0679,BFR024,BFA140,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,2,1,1,0
BFFPOP0680,BFR024,BFA140,Streblidae,Strebla,Strebla alvarezi,Strebla alvarezi,NA,1,0,1,0
BFFPOP0681,BFR024,BFA140,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,17,8,9,0
BFFPOP0682,BFR024,BFA140,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,7,3,4,0
BFFPOP0683,BFR024,BFA140,Streblidae,Trichobius,Trichobius hirsutulus,Trichobius hirsutulus,NA,5,2,3,0
BFFPOP0684,BFR024,BFA140,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,182,92,89,1
BFFPOP0685,BFR024,BFA140,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,90,34,56,0
BFFPOP0686,BFR024,BFA140,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,7,0,7,0
BFFPOP0687,BFR024,BFA140,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,15,5,10,0
BFFPOP0688,BFR024,BFA141,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,27,11,16,0
BFFPOP0689,BFR024,BFA141,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,60,15,45,0
BFFPOP0690,BFR024,BFA141,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,34,8,26,0
BFFPOP0691,BFR024,BFA141,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,2,1,1,0
BFFPOP0692,BFR024,BFA141,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,19,9,10,0
BFFPOP0693,BFR024,BFA141,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,3,2,1,0
BFFPOP0694,BFR024,BFA141,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,222,117,104,1
BFFPOP0695,BFR024,BFA141,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,37,35,2,0
BFFPOP0696,BFR024,BFA141,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,2,1,1,0
BFFPOP0697,BFR024,BFA141,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,5,1,4,0
BFFPOP0698,BFR024,BFA142,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,4,1,3,0
BFFPOP0699,BFR024,BFA142,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,9,5,4,0
BFFPOP0700,BFR024,BFA142,Streblidae,Strebla,Strebla alvarezi,Strebla alvarezi,NA,1,0,1,0
BFFPOP0701,BFR024,BFA142,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,19,4,15,0
BFFPOP0702,BFR024,BFA142,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,3,1,2,0
BFFPOP0703,BFR024,BFA142,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,92,40,52,0
BFFPOP0704,BFR024,BFA142,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,58,26,32,0
BFFPOP0705,BFR024,BFA142,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,4,1,3,0
BFFPOP0706,BFR024,BFA142,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,37,15,22,0
BFFPOP0707,BFR024,BFA143,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,21,12,9,0
BFFPOP0708,BFR024,BFA143,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,2,2,0,0
BFFPOP0709,BFR024,BFA143,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,30,15,15,0
BFFPOP0710,BFR024,BFA143,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,101,36,65,0
BFFPOP0711,BFR024,BFA143,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,119,46,73,0
BFFPOP0712,BFR024,BFA143,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,2,0,2,0
BFFPOP0713,BFR024,BFA143,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,4,1,3,0
BFFPOP0714,BFR024,BFA144,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,4,2,2,0
BFFPOP0715,BFR024,BFA144,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,7,3,4,0
BFFPOP0716,BFR024,BFA144,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,3,1,2,0
BFFPOP0717,BFR024,BFA144,Streblidae,Strebla,Strebla diphyllae,Strebla diphyllae,NA,3,2,1,0
BFFPOP0718,BFR024,BFA144,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,3,1,2,0
BFFPOP0719,BFR024,BFA144,Streblidae,Trichobius,Trichobius diphyllae,Trichobius diphyllae,NA,6,3,3,0
BFFPOP0720,BFR024,BFA144,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,34,21,13,0
BFFPOP0721,BFR024,BFA144,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,12,4,8,0
BFFPOP0722,BFR024,BFA145,Streblidae,Strebla,Strebla diphyllae,Strebla diphyllae,NA,5,4,1,0
BFFPOP0723,BFR024,BFA145,Streblidae,Trichobius,Trichobius diphyllae,Trichobius diphyllae,NA,14,7,7,0
BFFPOP0724,BFR024,BFA145,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,3,0,3,0
BFFPOP0725,BFR025,BFA146,Streblidae,Anastrebla,Anastrebla caudiferae,Anastrebla caudiferae,NA,NA,NA,NA,NA
BFFPOP0726,BFR025,BFA146,Nycteribiidae,Basilia,Basilia juquiensis,Basilia juquiensis,NA,NA,NA,NA,NA
BFFPOP0727,BFR025,BFA146,Nycteribiidae,Basilia,Basilia lindolphoi,Basilia lindolphoi,NA,NA,NA,NA,NA
BFFPOP0728,BFR025,BFA146,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,NA,NA,NA,NA
BFFPOP0729,BFR025,BFA146,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,NA,NA,NA,NA
BFFPOP0730,BFR025,BFA146,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,NA,NA,NA,NA
BFFPOP0731,BFR025,BFA146,Streblidae,Metelasmus,Metelasmus wenzeli,Metelasmus wenzeli,NA,NA,NA,NA,NA
BFFPOP0732,BFR025,BFA146,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,NA,NA,NA,NA
BFFPOP0733,BFR025,BFA146,Streblidae,Strebla,Strebla carvalhoi,Strebla carvalhoi,NA,NA,NA,NA,NA
BFFPOP0734,BFR025,BFA146,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,NA,NA,NA,NA
BFFPOP0735,BFR025,BFA146,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,NA,NA,NA,NA
BFFPOP0736,BFR025,BFA146,Streblidae,Trichobius,Trichobius phyllostomae,Trichobius phyllostomae,NA,NA,NA,NA,NA
BFFPOP0737,BFR025,BFA146,Streblidae,Trichobius,Trichobius tiptoni,Trichobius tiptoni,NA,NA,NA,NA,NA
BFFPOP0738,BFR026,BFA147,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,2,NA,NA,2
BFFPOP0739,BFR026,BFA147,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,NA,NA,NA,NA
BFFPOP0740,BFR026,BFA148,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,2,NA,NA,2
BFFPOP0741,BFR026,BFA148,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,NA,NA,NA,NA
BFFPOP0742,BFR026,BFA148,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,3,NA,NA,3
BFFPOP0743,BFR026,BFA149,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,1,NA,NA,1
BFFPOP0744,BFR026,BFA149,Streblidae,Trichobius,Trichobius sp. nov.,Trichobius new species 1,NA,3,NA,NA,3
BFFPOP0745,BFR026,BFA149,Streblidae,Trichobius,Trichobius sphaeronotus,Trichobius sphaeronotus,NA,NA,NA,NA,NA
BFFPOP0746,BFR026,BFA149,Streblidae,Trichobius,Trichobius galei,Trichobius galei,NA,1,NA,NA,1
BFFPOP0747,BFR026,BFA150,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,NA,NA,NA,NA
BFFPOP0748,BFR026,BFA150,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,2,NA,NA,2
BFFPOP0749,BFR026,BFA150,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,NA,NA,NA,NA
BFFPOP0750,BFR026,BFA151,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,NA,NA,NA,NA
BFFPOP0751,BFR027,BFA152,Streblidae,Anastrebla,Anastrebla modestini,Anastrebla modestini,NA,8,NA,NA,8
BFFPOP0752,BFR027,BFA152,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,6,NA,NA,6
BFFPOP0753,BFR027,BFA152,Nycteribiidae,Basilia,Basilia juquiensis,Basilia juquiensis,NA,1,NA,NA,1
BFFPOP0754,BFR027,BFA152,Nycteribiidae,Basilia,Basilia mimoni,Basilia mimoni,NA,1,NA,NA,1
BFFPOP0755,BFR027,BFA152,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,11,NA,NA,11
BFFPOP0756,BFR027,BFA152,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,107,NA,NA,107
BFFPOP0757,BFR027,BFA152,Streblidae,Dickia,New genus,Dickia pentamera,NA,3,NA,NA,3
BFFPOP0758,BFR027,BFA152,Streblidae,Paraeuctenodes,Paraeuctenodes longipes,Paraeuctenodes longipes,NA,4,NA,NA,4
BFFPOP0759,BFR027,BFA152,Streblidae,Paraeuctenodes,Paraeuctenodes similis,Paraeuctenodes similis,NA,1,NA,NA,1
BFFPOP0760,BFR027,BFA152,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,1,NA,NA,1
BFFPOP0761,BFR027,BFA152,Streblidae,Paratrichobius,Paratrichobius sanchezi,Paratrichobius sanchezi,NA,7,NA,NA,7
BFFPOP0762,BFR027,BFA152,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,1,NA,NA,1
BFFPOP0763,BFR027,BFA152,Streblidae,Strebla,Strebla carvalhoi,Strebla carvalhoi,NA,1,NA,NA,1
BFFPOP0764,BFR027,BFA152,Streblidae,Strebla,Strebla chrotopteri,Strebla chrotopteri,NA,10,NA,NA,10
BFFPOP0765,BFR027,BFA152,Streblidae,Strebla,Strebla curvata,Strebla curvata,NA,1,NA,NA,1
BFFPOP0766,BFR027,BFA152,Streblidae,Strebla,Strebla diphyllae,Strebla diphyllae,NA,1,NA,NA,1
BFFPOP0767,BFR027,BFA152,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,40,NA,NA,40
BFFPOP0768,BFR027,BFA152,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,9,NA,NA,9
BFFPOP0769,BFR027,BFA152,Streblidae,Strebla,Strebla mirabilis,Strebla mirabilis,NA,14,NA,NA,14
BFFPOP0770,BFR027,BFA152,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,61,NA,NA,61
BFFPOP0771,BFR027,BFA152,Streblidae,Trichobius,Trichobius bequaerti,Trichobius bequaerti,NA,1,NA,NA,1
BFFPOP0772,BFR027,BFA152,Streblidae,Trichobius,Trichobius cf. handley,Trichobius cf. handley,NA,11,NA,NA,11
BFFPOP0773,BFR027,BFA152,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,200,NA,NA,200
BFFPOP0774,BFR027,BFA152,Streblidae,Trichobius,Trichobius diphyllae,Trichobius diphyllae,NA,1,NA,NA,1
BFFPOP0775,BFR027,BFA152,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,72,NA,NA,72
BFFPOP0776,BFR027,BFA152,Streblidae,Trichobius,Trichobius furmani,Trichobius furmani,NA,44,NA,NA,44
BFFPOP0777,BFR027,BFA152,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,298,NA,NA,298
BFFPOP0778,BFR027,BFA152,Streblidae,Trichobius,Trichobius lonchophyllae,Trichobius lonchophyllae,NA,21,NA,NA,21
BFFPOP0779,BFR027,BFA152,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,30,NA,NA,30
BFFPOP0780,BFR027,BFA152,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,86,NA,NA,86
BFFPOP0781,BFR027,BFA152,Streblidae,Trichobius,Trichobius perspicillatus,Trichobius perspicillatus,NA,16,NA,NA,16
BFFPOP0782,BFR027,BFA152,Streblidae,Trichobius,Trichobius propinquus,Trichobius propinquus,NA,1,NA,NA,1
BFFPOP0783,BFR027,BFA152,Streblidae,Trichobius,Trichobius sp.,Trichobius sp.,NA,1,NA,NA,1
BFFPOP0784,BFR027,BFA152,Streblidae,Trichobius,Trichobius sp. (complex dugesii),Trichobius sp.  dugesii complex,NA,2,NA,NA,2
BFFPOP0785,BFR027,BFA152,Streblidae,Trichobius,Trichobius sp. (complex longipes),Trichobius sp. longipes complex,NA,1,NA,NA,1
BFFPOP0786,BFR027,BFA152,Streblidae,Trichobius,Trichobius tiptoni,Trichobius tiptoni,NA,6,NA,NA,6
BFFPOP0787,BFR027,BFA152,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,2,NA,NA,2
BFFPOP0788,BFR027,BFA152,Streblidae,Trichobius,Trichobius cf. angulatus,Trichobius cf. angulatus,NA,2,NA,NA,2
BFFPOP0789,BFR028,BFA153,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,7,NA,NA,7
BFFPOP0790,BFR028,BFA153,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,13,NA,NA,13
BFFPOP0791,BFR028,BFA153,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,90,NA,NA,90
BFFPOP0792,BFR028,BFA153,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,48,NA,NA,48
BFFPOP0793,BFR028,BFA153,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,8,NA,NA,8
BFFPOP0794,BFR028,BFA153,Streblidae,Paradyschiria,Paradyschiria parvula,Paradyschiria parvula,NA,22,NA,NA,22
BFFPOP0795,BFR028,BFA153,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,1,NA,NA,1
BFFPOP0796,BFR028,BFA153,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,29,NA,NA,29
BFFPOP0797,BFR028,BFA153,Streblidae,Stizostrebla,Stizostrebla longirostris,Stizostrebla longirostris,NA,5,NA,NA,5
BFFPOP0798,BFR028,BFA153,Streblidae,Strebla,Strebla sp.,Strebla sp.,NA,4,NA,NA,4
BFFPOP0799,BFR028,BFA153,Streblidae,Strebla,Strebla diaemi,Strebla diaemi,NA,9,NA,NA,9
BFFPOP0800,BFR028,BFA153,Streblidae,Strebla,Strebla galindoi,Strebla galindoi,NA,11,NA,NA,11
BFFPOP0801,BFR028,BFA153,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,6,NA,NA,6
BFFPOP0802,BFR028,BFA153,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,3,NA,NA,3
BFFPOP0803,BFR028,BFA153,Streblidae,Strebla,Strebla tonatiae,Strebla tonatiae,NA,1,NA,NA,1
BFFPOP0804,BFR028,BFA153,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,73,NA,NA,73
BFFPOP0805,BFR028,BFA153,Streblidae,Trichobius,Trichobius diaemi,Trichobius diaemi,NA,37,NA,NA,37
BFFPOP0806,BFR028,BFA153,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,4,NA,NA,4
BFFPOP0807,BFR028,BFA153,Streblidae,Trichobius,Trichobius dugesioides phyllostomus,Trichobius dugesioides,phyllostomus,1,NA,NA,1
BFFPOP0808,BFR028,BFA153,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,161,NA,NA,161
BFFPOP0809,BFR028,BFA153,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,10,NA,NA,10
BFFPOP0810,BFR028,BFA153,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,1,NA,NA,1
BFFPOP0811,BFR028,BFA153,Streblidae,Trichobius,Trichobius perspicillatus,Trichobius perspicillatus,NA,13,NA,NA,13
BFFPOP0812,BFR028,BFA153,Nycteribiidae,Basilia,Basilia mimoni,Basilia mimoni,NA,1,NA,NA,1
BFFPOP0813,BFR028,BFA153,Nycteribiidae,Basilia,Basilia sp.,Basilia sp.,NA,1,NA,NA,1
BFFPOP0814,BFR029,BFA154,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,233,NA,NA,233
BFFPOP0815,BFR029,BFA154,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,29,NA,NA,29
BFFPOP0816,BFR029,BFA154,Streblidae,Mastoptera,Mastoptera guimaraesi,Mastoptera guimaraesi,NA,1,NA,NA,1
BFFPOP0817,BFR029,BFA154,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,NA,NA,NA,NA
BFFPOP0818,BFR029,BFA154,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,2,NA,NA,2
BFFPOP0819,BFR029,BFA154,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,7,NA,NA,7
BFFPOP0820,BFR029,BFA154,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,21,NA,NA,21
BFFPOP0821,BFR029,BFA154,Streblidae,Metelasmus,Metelasmus wenzeli,Metelasmus wenzeli,NA,5,NA,NA,5
BFFPOP0822,BFR029,BFA154,Streblidae,Noctiliostrebla,Noctiliostrebla aitkeni,Noctiliostrebla lamasi,NA,79,NA,NA,79
BFFPOP0823,BFR029,BFA154,Streblidae,Noctiliostrebla,Noctiliostrebla dubia,Noctiliostrebla falsispina,NA,16,NA,NA,16
BFFPOP0824,BFR029,BFA154,Streblidae,Noctiliostrebla,Noctiliostrebla maai,Noctiliostrebla sp.,NA,213,NA,NA,213
BFFPOP0825,BFR029,BFA154,Streblidae,Paradyschiria,Paradyschiria fusca,Paradyschiria fusca,NA,227,NA,NA,227
BFFPOP0826,BFR029,BFA154,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,156,NA,NA,156
BFFPOP0827,BFR029,BFA154,Streblidae,Paradyschiria,Paradyschiria parvula,Paradyschiria parvula,NA,434,NA,NA,434
BFFPOP0828,BFR029,BFA154,Streblidae,Paratrichobius,Paratrichobius salvini,Paratrichobius salvini,NA,3,NA,NA,3
BFFPOP0829,BFR029,BFA154,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,1,NA,NA,1
BFFPOP0830,BFR029,BFA154,Streblidae,Strebla,Strebla chrotopteri,Strebla chrotopteri,NA,15,NA,NA,15
BFFPOP0831,BFR029,BFA154,Streblidae,Strebla,Strebla curvata,Strebla curvata,NA,5,NA,NA,5
BFFPOP0832,BFR029,BFA154,Streblidae,Strebla,Strebla diaemi,Strebla diaemi,NA,38,NA,NA,38
BFFPOP0833,BFR029,BFA154,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,26,NA,NA,26
BFFPOP0834,BFR029,BFA154,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,76,NA,NA,76
BFFPOP0835,BFR029,BFA154,Streblidae,Trichobius,Trichobius angulatus,Trichobius angulatus,NA,10,NA,NA,10
BFFPOP0836,BFR029,BFA154,Streblidae,Trichobius,Trichobius diaemi,Trichobius diaemi,NA,5,NA,NA,5
BFFPOP0837,BFR029,BFA154,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,8,NA,NA,8
BFFPOP0838,BFR029,BFA154,Streblidae,Trichobius,Trichobius galei,Trichobius galei,NA,6,NA,NA,6
BFFPOP0839,BFR029,BFA154,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,64,NA,NA,64
BFFPOP0840,BFR029,BFA154,Streblidae,Trichobius,Trichobius jubatus,Trichobius jubatus,NA,78,NA,NA,78
BFFPOP0841,BFR029,BFA154,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,1,NA,NA,1
BFFPOP0842,BFR029,BFA154,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,219,NA,NA,219
BFFPOP0843,BFR029,BFA154,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,8,NA,NA,8
BFFPOP0844,BFR029,BFA154,Streblidae,Xenotrichobius,Xenotrichobius noctilionis,Xenotrichobius noctilionis,NA,6,NA,NA,6
BFFPOP0845,BFR030,BFA155,Streblidae,Trichobius,Trichobius sp.,Trichobius sp. caecus complex,NA,65,45,20,0
BFFPOP0846,BFR031,BFA156,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,49,NA,NA,49
BFFPOP0847,BFR031,BFA156,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,4,NA,NA,4
BFFPOP0848,BFR031,BFA156,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,8,NA,NA,8
BFFPOP0849,BFR031,BFA156,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,110,NA,NA,110
BFFPOP0850,BFR031,BFA156,Streblidae,Trichobius,Trichobius anducei,Trichobius anducei,NA,10,NA,NA,10
BFFPOP0851,BFR031,BFA156,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,29,NA,NA,29
BFFPOP0852,BFR031,BFA156,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,107,NA,NA,107
BFFPOP0853,BFR032,BFA157,Streblidae,Paradyschiria,Paradyschiria parvula,Paradyschiria parvula,NA,11,NA,NA,11
BFFPOP0854,BFR032,BFA157,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,43,NA,NA,43
BFFPOP0855,BFR032,BFA157,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,14,NA,NA,14
BFFPOP0856,BFR032,BFA157,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,95,NA,NA,95
BFFPOP0857,BFR032,BFA157,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,5,NA,NA,5
BFFPOP0858,BFR032,BFA157,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,10,NA,NA,10
BFFPOP0859,BFR032,BFA157,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,116,NA,NA,116
BFFPOP0860,BFR032,BFA157,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,14,NA,NA,14
BFFPOP0861,BFR032,BFA157,Streblidae,Strebla,Strebla tonatiae,Strebla tonatiae,NA,1,NA,NA,1
BFFPOP0862,BFR032,BFA157,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,14,NA,NA,14
BFFPOP0863,BFR032,BFA157,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,161,NA,NA,161
BFFPOP0864,BFR032,BFA157,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,21,NA,NA,21
BFFPOP0865,BFR032,BFA157,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,8,NA,NA,8
BFFPOP0866,BFR032,BFA157,Nycteribiidae,Basilia,Basilia carteri,Basilia carteri,NA,6,NA,NA,6
BFFPOP0867,BFR033,BFA158,Streblidae,Anastrebla,Anastrebla modestini,Anastrebla modestini,NA,1,NA,NA,1
BFFPOP0868,BFR033,BFA158,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,16,NA,NA,16
BFFPOP0869,BFR033,BFA158,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,14,NA,NA,14
BFFPOP0870,BFR033,BFA158,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,3,NA,NA,3
BFFPOP0871,BFR033,BFA158,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,17,NA,NA,17
BFFPOP0872,BFR033,BFA158,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,94,NA,NA,94
BFFPOP0873,BFR033,BFA158,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,9,NA,NA,9
BFFPOP0874,BFR033,BFA158,Streblidae,Neotrichobius,Neotrichobius delicatus,Neotrichobius delicatus,NA,1,NA,NA,1
BFFPOP0875,BFR033,BFA158,Streblidae,Neotrichobius,Neotrichobius sp.,Neotrichobius sp.,NA,1,NA,NA,1
