BatPopulationCode;RefCode;SiteCode;BatSuborder;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;
BFBPOP0370;BFR017;BFA147;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;69;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0371;BFR017;BFA147;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;62;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0372;BFR017;BFA147;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;244;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0373;BFR017;BFA147;Yangochiroptera;Phyllostomidae;Chiroderma;Chiroderma doriae;Chiroderma doriae;NA;1;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0374;BFR017;BFA147;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;17;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0375;BFR017;BFA147;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;12;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0376;BFR017;BFA147;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;2;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0377;BFR017;BFA147;Yangochiroptera;Vespertilionidae;Myotis;Myotis riparius;Myotis riparius;NA;2;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0378;BFR017;BFA147;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;1;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0379;BFR017;BFA147;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;4;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0380;BFR017;BFA147;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;7;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0381;BFR018;BFA148;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;25;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0382;BFR018;BFA148;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;12;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0383;BFR018;BFA148;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;23;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0384;BFR018;BFA148;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;36;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0385;BFR018;BFA148;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0386;BFR018;BFA149;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;42;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0387;BFR018;BFA149;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;15;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0388;BFR018;BFA149;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;84;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0389;BFR018;BFA149;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;1;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0390;BFR018;BFA149;Yangochiroptera;Vespertilionidae;Myotis;Myotis lavali;Myotis lavali;NA;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0391;BFR018;BFA149;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;2;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0392;BFR018;BFA149;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;8;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0393;BFR018;BFA149;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;4;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0394;BFR018;BFA149;Yangochiroptera;Phyllostomidae;Tonatia;Tonatia saurophila;Tonatia saurophila;NA;3;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0395;BFR018;BFA149;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;8;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0396;BFR019;BFA150;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;431;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0397;BFR019;BFA150;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;78;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0398;BFR019;BFA150;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;71;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0399;BFR019;BFA151;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;105;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0400;BFR019;BFA151;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;26;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0401;BFR019;BFA151;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;9;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0402;BFR020;BFA152;Yinpterochiroptera;Pteropodidae;Eidolon;Eidolon dupreanum;Eidolon dupreanum;NA;24;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0403;BFR020;BFA153;Yinpterochiroptera;Pteropodidae;Eidolon;Eidolon dupreanum;Eidolon dupreanum;NA;23;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0404;BFR021;BFA154;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;38;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0405;BFR021;BFA154;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;15;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0406;BFR021;BFA154;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;28;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0407;BFR021;BFA154;Yangochiroptera;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;4;YES;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0408;BFR022;BFA155;Yangochiroptera;Vespertilionidae;Myotis;Myotis lucifugus;Myotis lucifugus;NA;174;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0409;BFR022;BFA155;Yangochiroptera;Vespertilionidae;Myotis;Myotis californicus;Myotis californicus;NA;45;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0410;BFR022;BFA155;Yangochiroptera;Vespertilionidae;Myotis;Myotis evotis;Myotis evotis;NA;35;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0411;BFR022;BFA155;Yangochiroptera;Vespertilionidae;Myotis;Myotis volans;Myotis volans;NA;12;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0412;BFR022;BFA156;Yangochiroptera;Vespertilionidae;Antrozous;Antrozous pallidus;Antrozous pallidus;NA;9;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0413;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;1;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0414;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;2;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0415;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga commissarisi;Glossophaga commissarisi;NA;8;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0416;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga morenoi;Glossophaga morenoi;NA;12;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0417;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;12;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0418;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;2;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0419;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;18;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0420;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;35;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0421;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Dermanura;Dermanura tolteca;Dermanura tolteca;NA;40;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0422;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Enchisthenes;Enchisthenes hartii;Enchisthenes hartii;NA;9;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0423;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus helleri;Platyrrhinus helleri;NA;3;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0424;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;14;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0425;BFR023;BFA157;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;7;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0426;BFR024;BFA158;Yangochiroptera;Phyllostomidae;Xeronycteris;Xeronycteris vieirai;Xeronycteris vieirai;NA;28;YES;18;10;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0427;BFR025;BFA159;Yangochiroptera;Vespertilionidae;Myotis;Myotis volans;Myotis volans;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0428;BFR025;BFA159;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0429;BFR025;BFA159;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0430;BFR025;BFA159;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0431;BFR025;BFA159;Yangochiroptera;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0432;BFR025;BFA159;Yangochiroptera;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0433;BFR026;BFA160;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0434;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0435;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0436;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0437;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0438;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0439;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga sp.;Glossophaga sp.;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0440;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0441;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Micronycteris;Micronycteris microtis;Micronycteris microtis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0442;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0443;BFR026;BFA161;Yangochiroptera;Mormoopidae;Mormoops;Mormoops megalophylla;Mormoops megalophylla;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0444;BFR026;BFA161;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0445;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0446;BFR026;BFA161;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0447;BFR026;BFA162;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0448;BFR026;BFA162;Yangochiroptera;Phyllostomidae;Dermanura;Artibeus toltecus;Dermanura toltecus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0449;BFR026;BFA162;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0450;BFR026;BFA162;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga sp.;Glossophaga sp.;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0451;BFR026;BFA162;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0452;BFR026;BFA162;Yangochiroptera;Phyllostomidae;Micronycteris;Micronycteris microtis;Micronycteris microtis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0453;BFR026;BFA162;Yangochiroptera;Mormoopidae;Mormoops;Mormoops megalophylla;Mormoops megalophylla;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0454;BFR026;BFA162;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0455;BFR026;BFA162;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0456;BFR026;BFA162;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0457;BFR026;BFA162;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0458;BFR026;BFA163;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0459;BFR026;BFA163;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0460;BFR026;BFA163;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0461;BFR026;BFA163;Yangochiroptera;Mormoopidae;Mormoops;Mormoops megalophylla;Mormoops megalophylla;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0462;BFR026;BFA163;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus davyi;Pteronotus davyi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0463;BFR026;BFA163;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0464;BFR026;BFA163;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0465;BFR026;BFA164;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0466;BFR026;BFA164;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0467;BFR026;BFA164;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0468;BFR026;BFA164;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0469;BFR026;BFA164;Yangochiroptera;Natalidae;Natalus;Natalus mexicanus;Natalus mexicanus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0470;BFR026;BFA164;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0471;BFR026;BFA164;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0472;BFR026;BFA165;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0473;BFR026;BFA165;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0474;BFR026;BFA165;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0475;BFR026;BFA165;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga morenoi;Glossophaga morenoi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0476;BFR026;BFA165;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0477;BFR026;BFA165;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0478;BFR026;BFA165;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0479;BFR026;BFA165;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0480;BFR026;BFA165;Yangochiroptera;Phyllostomidae;Vampyrodes;Vampyrodes caraccioli;Vampyrodes caraccioli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0481;BFR026;BFA166;Yangochiroptera;Phyllostomidae;Dermanura;Artibeus phaeotis;Dermanura phaeotis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0482;BFR026;BFA166;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0483;BFR026;BFA166;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0484;BFR026;BFA167;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0485;BFR026;BFA167;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0486;BFR026;BFA167;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0487;BFR026;BFA167;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0488;BFR026;BFA167;Yangochiroptera;Vespertilionidae;Myotis;Myotis keaysi;Myotis keaysi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0489;BFR026;BFA167;Yangochiroptera;Nycteridae;Nycticeius;Nycticeius humeralis;Nycticeius humeralis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0490;BFR026;BFA167;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus davyi;Pteronotus davyi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0491;BFR026;BFA167;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0492;BFR026;BFA167;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0493;BFR026;BFA167;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0494;BFR026;BFA168;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0495;BFR026;BFA169;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0496;BFR026;BFA169;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0497;BFR026;BFA169;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0498;BFR026;BFA169;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0499;BFR026;BFA169;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0500;BFR026;BFA169;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0501;BFR026;BFA169;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0502;BFR026;BFA170;Yangochiroptera;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0503;BFR026;BFA170;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga morenoi;Glossophaga morenoi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0504;BFR026;BFA170;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0505;BFR026;BFA171;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0506;BFR026;BFA172;Yangochiroptera;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
