SiteCode,RefCode,Country,State,Municipality,Locality,Latitude,Longitude,Precision,Vegetation,VegType,Ecoregion,Domain,Elevation,1kmAlt,MeanAnnTemp,MeanAnnRain
BFA280,BFR060,Panama,Panama,Panama,Las Pavas,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA280,BFR060,Panama,Panama,Panama,Mona Grita,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA280,BFR060,Panama,Panama,Panama,Orchid Island,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA280,BFR060,Panama,Panama,Panama,Pena Blanca,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA280,BFR060,Panama,Panama,Panama,Pato Horqueta,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA280,BFR060,Panama,Panama,Panama,Parque Nacional Soberania 1,9.120412,-79.72729,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.7,2320
BFA280,BFR060,Panama,Panama,Panama,Parque Nacional Soberania 2,9.043633,-79.65244,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,101,26.5,2146
BFA280,BFR060,Panama,Panama,Panama,Tres Almendras,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA280,BFR060,Panama,Panama,Panama,Urodema Island,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA281,BFR061,Australia,Victoria,Allansford,nearby non-breeding caves,-38.3861,142.5931,Precise,NA,NA,Southeast Australia temperate forests,NA,NA,13,13.9,805
BFA282,BFR061,Australia,Victoria,Portland,"Portland 1, nearby non-breeding caves",-38.3609,141.6041,Not precise,NA,NA,Naracoorte woodlands,NA,NA,18,13.7,819
BFA283,BFR061,Australia,Victoria,Portland,"Portland 2,nearby non-breeding caves",-38.3609,141.6041,Not precise,NA,NA,Naracoorte woodlands,NA,NA,18,13.7,819
BFA284,BFR061,Australia,South Australia,Naracoorte,Naracoorte breeding cave,-36.9602,140.7413,Precise,NA,NA,Naracoorte woodlands,NA,NA,71,14.5,577
BFA285,BFR061,Australia,Victoria,Christmas Hills,Abandoned mines,-37.6515,145.3173,Precise,NA,NA,Southeast Australia temperate forests,NA,NA,165,13.8,914
BFA286,BFR061,Australia,Victoria,Eildon,Abandoned mines,-37.2343,145.8976,Precise,NA,NA,Southeast Australia temperate forests,NA,NA,237,13.6,904
BFA287,BFR061,Australia,Victoria,Lakes Entrance,Vicrtorian breeding cave,-37.8511,147.9958,Precise,NA,NA,Southeast Australia temperate forests,NA,NA,55,14.2,737
BFA288,BFR062,Japan,Gifu,Gujo-shi,Gujo-shi,35.661983,136.974288,Not precise,NA,NA,Taiheiyo evergreen forests,NA,NA,353,13.3,2434
BFA289,BFR062,Japan,Hokkaido,"Bekkai-cho, Notsuke-gun","Bekkai-cho, Notsuke-gun",43.590307,145.334981,Not precise,NA,NA,Hokkaido deciduous forests,NA,NA,NA,5.7,1045
BFA290,BFR062,Japan,Hokkaido,"Koshimizu-cho, Shari-gun","Koshimizu-cho, Shari-gun",43.856644,144.462051,Not precise,NA,NA,Hokkaido deciduous forests,NA,NA,25,6,898
BFA291,BFR062,Japan,Hokkaido,Nemuro-shi,Nemuro-shi,43.330101,145.582818,Not precise,NA,NA,Hokkaido montane conifer forests,NA,NA,26,6,1079
BFA292,BFR062,Japan,Hokkaido,"Otofuke-cho, Kato-gun","Otofuke-cho, Kato-gun",42.994155,143.197971,Not precise,NA,NA,Hokkaido deciduous forests,NA,NA,77,6.5,1149
BFA293,BFR062,Japan,Hokkaido,"Rausu-cho, Menashi-gun","Rausu-cho, Menashi-gun",44.021873,145.1897,Not precise,NA,NA,Hokkaido montane conifer forests,NA,NA,11,5.4,1025
BFA294,BFR062,Japan,Hokkaido,"Sarufutsu-mura, Souya-gun","Sarufutsu-mura, Souya-gun",45.328864,142.175896,Not precise,NA,NA,Hokkaido montane conifer forests,NA,NA,16,NA,NA
BFA295,BFR062,Japan,Hokkaido,"Shari-cho, Shari-gun","Shari-cho, Shari-gun",43.911473,144.670764,Not precise,NA,NA,Hokkaido deciduous forests,NA,NA,11,5.9,932
BFA296,BFR062,Japan,Hokkaido,"Shibetsu-cho, Shibetsu-gun","Shibetsu-cho, Shibetsu-gun",43.661258,145.131356,Not precise,NA,NA,Hokkaido montane conifer forests,NA,NA,1,5.6,1006
BFA297,BFR062,Japan,Hokkaido,"Tsubetsu-cho, Abashiri-gun","Tsubetsu-cho, Abashiri-gun",43.706594,144.024876,Not precise,NA,NA,Hokkaido deciduous forests,NA,NA,96,6.3,784
BFA298,BFR062,Japan,Hyogo,"Sayo-cho, Sayo-gun","Sayo-cho, Sayo-gun",35.004345,134.355874,Not precise,NA,NA,Taiheiyo evergreen forests,NA,NA,102,14.4,1506
BFA299,BFR062,Japan,Mie,Kumano-shi,Kumano-shi,33.888521,136.100224,Not precise,NA,NA,Taiheiyo evergreen forests,NA,NA,9,16.6,3503
BFA300,BFR062,Japan,Mie,Tsu-shi,Tsu-shi,34.718639,136.505226,Not precise,NA,NA,Taiheiyo evergreen forests,NA,NA,8,15.6,1790
BFA301,BFR062,Japan,Nagano,Nakano-shi,Nakano-shi,36.741995,138.369351,Not precise,NA,NA,Nihonkai montane deciduous forests,NA,NA,367,12.1,1356
BFA302,BFR062,Japan,Nagano,"Outaki-mura, Kiso-gun","Outaki-mura, Kiso-gun",35.823714,137.390409,Not precise,NA,NA,Taiheiyo montane deciduous forests,NA,NA,1266,7.4,1959
BFA303,BFR062,Japan,Okinawa,"Nago-shi, Okinawa Is.","Nago-shi, Okinawa Is.",26.591562,127.977531,Not precise,NA,NA,Nansei Islands subtropical evergreen forests,NA,NA,8,22.3,2235
BFA304,BFR062,Japan,Okinawa,"Onna-son, Okinawa Is.","Onna-son, Okinawa Is.",26.497596,127.852965,Not precise,NA,NA,Taiheiyo evergreen forests,NA,NA,14,22.4,2142
BFA305,BFR062,Japan,Osaka,"Misaki-cho, Sennan-gun","Misaki-cho, Sennan-gun",34.317325,135.142186,Not precise,NA,NA,Taiheiyo evergreen forests,NA,NA,6,NA,NA
BFA306,BFR062,Japan,Wakayama,Nishimuro-gun,Nishimuro-gun,33.604957,135.487484,Not precise,NA,NA,Taiheiyo evergreen forests,NA,NA,68,17,2353
BFA307,BFR062,Japan,Wakayama,Tanabe-shi,Tanabe-shi,33.728005,135.37773,Not precise,NA,NA,Taiheiyo evergreen forests,NA,NA,8,16.8,2142
BFA308,BFR063,Brazil,Amapá,Amapá,Floresta Nacional do Amapá (FNA),1.206111111,-51.74083333,Not precise,"upland forest, with some stains of flooded forests, “tabocais” (forest of bamboo) and rocky outcrop",Savanna woodland,Uatuma-Trombetas moist forests,Amazonia,265,170,25.9,2470
BFA309,BFR063,Brazil,Amapá,Amapá,Parque Nacional Montanhas do Tumucumaque (PNMT),2.047444444,-52.75355556,Not precise,"dense forests of mainland, igapó forest (dense ombrophylous alluvial forests), slops forests and dried formations associated with rocky outcrop",Coastal sandy mosaic,Guianan moist forests,Amazonia,250,193,25.5,2412
BFA310,BFR063,Brazil,Amapá,Amapá,Reserva de Desenvolvimento Sustentável do Rio Iratapurú (RDSI),0.1818518519,-53.62187963,Not precise,upland forest with a high concentration of Castanheiras-do-Brazil,Floodplain forest,Uatuma-Trombetas moist forests,Amazonia,300,302,25.9,2270
BFA311,BFR064,Portugal,Portugal,Portugal,Portugal,39.87121,-8.106286,Not precise,NA,NA,Southwest Iberian Mediterranean sclerophyllous and mixed forests,NA,NA,544,14,1089
BFA312,BFR065,Costa Rica,Costa Rica,Costa Rica,18 different locations across Coto Brus valley,8.954045,-83.070404,Not precise,mixture of tropical wet forest and farmland,Rainforest,Isthmian-Pacific moist forests,Mesoamerica,NA,340,25,2615
BFA313,BFR066,Nigeria,Nigeria,Nigeria,Bauchi,10.31583333,9.844166667,Not precise,NA,NA,West Sudanian savanna,NA,NA,625,25.3,1009
BFA313,BFR066,Nigeria,Nigeria,Nigeria,Gboko,7.325,9.005,Not precise,NA,NA,West Sudanian savanna,NA,NA,224,26.4,1473
BFA314,BFR067,South Korea,Jeju-do (Is),Jeju-si,Bonggae-dong,33.41094444,126.6209444,Precise,NA,NA,Central Korean deciduous forests,NA,NA,647,12.1,1748
BFA315,BFR067,South Korea,Gyeongnam Prov.,Changwon-si,Buk-myeon,37.25102778,128.4294722,Precise,NA,NA,Central Korean deciduous forests,NA,NA,238,10.5,1293
BFA316,BFR067,South Korea,Gangwon Prov.,Yeongwol-gun,Buk-myeon,35.35808333,128.5842222,Precise,NA,NA,Central Korean deciduous forests,NA,NA,33,13.5,1360
BFA317,BFR067,South Korea,Chungnam Prov.,Gongju-si,Gyeryong-myeon,36.41225,127.1456389,Precise,NA,NA,Central Korean deciduous forests,NA,NA,40,12.2,1286
BFA318,BFR067,South Korea,Gangwon Prov.,Yeongwol-gun,Hadong-myeon,37.11905556,128.6098333,Precise,NA,NA,Central Korean deciduous forests,NA,NA,290,10.9,1246
BFA319,BFR067,South Korea,Daejeon metropolitan,Dong-gu,Haso-dong,36.21308333,127.4389167,Precise,NA,NA,Central Korean deciduous forests,NA,NA,198,11.3,1308
BFA320,BFR067,South Korea,Gyeongbuk Prov.,Mungyeong-si,Hogye-dong,36.65911111,128.1928056,Precise,NA,NA,Central Korean deciduous forests,NA,NA,160,11.3,1172
BFA321,BFR067,South Korea,Jeonnan Prov.,Shinan-gun,Hong-do,34.68341667,125.1916389,Precise,NA,NA,Central Korean deciduous forests,NA,NA,60,NA,NA
BFA322,BFR067,South Korea,Jeonnan Prov.,Gwangsan-gu,Imgok-dong,35.21955556,126.7447222,Precise,NA,NA,Central Korean deciduous forests,NA,NA,31,13.7,1252
BFA323,BFR067,South Korea,Gangwon Prov.,Jeongseon-gun,Jeongseon-gun,37.38058333,128.6250833,Precise,NA,NA,Central Korean deciduous forests,NA,NA,361,9.6,1377
BFA324,BFR067,South Korea,Gangwon Prov.,Yeongwol-gun,Jucheon-myeon,37.215146,126.568027,Not precise,NA,NA,Central Korean deciduous forests,NA,NA,24,11.7,1188
BFA325,BFR068,Brazil,Minas Gerais,Uberlândia,The “Panga” ecological reservation,-19.18611111,-48.40972222,Precise,Cerrado,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,800,798,22,1445
BFA326,BFR069,South Africa,South Africa,South Africa,De Hoop Guano Cave,-34.018516,23.864499,Not precise,NA,NA,Succulent Karoo,NA,NA,107,NA,NA
BFA326,BFR069,South Africa,South Africa,South Africa,"Steenkampskraal Mine,",-30.975012,18.634337,Not precise,NA,NA,Kalahari xeric savanna,NA,NA,377,18.6,169
BFA326,BFR069,South Africa,South Africa,South Africa,Koegelbeen Sinkhole,-27.984071,23.608061,Not precise,NA,NA,Nama Karoo,NA,NA,1561,16.2,475
BFA326,BFR069,South Africa,South Africa,South Africa,Vanderkloof Dam,-30.049495,24.803334,Not precise,NA,NA,Zambezian and Mopane woodlands,NA,NA,1165,18,356
BFA326,BFR069,South Africa,South Africa,South Africa,Sudwala Caves,-25.369774,30.699812,Not precise,NA,NA,Nama Karoo,NA,NA,994,18.5,917
BFA326,BFR069,South Africa,South Africa,South Africa,Shongweni Dam,-30.559483,22.93749,Not precise,NA,NA,Nama Karoo,NA,NA,1109,16.7,233
BFA326,BFR069,South Africa,South Africa,South Africa,Table Farm,-30.559483,22.93749,Not precise,NA,NA,Nama Karoo,NA,NA,1109,16.7,233
BFA327,BFR070,United States,Puerto Rico,Arecibo,"Mata del Plátano field station, Interamerican University",18.475718,-66.759438,Not precise,"subtropical, successional forest, dominated by deciduous trees",NA,Puerto Rican moist forests,Caribbean,NA,55,25.6,1349
BFA328,BFR071,South Korea,South Korea,Chungbuk,Danyang,36.984547,128.365518,Not precise,"caves, forests, and abandoned mines",NA,Central Korean deciduous forests,NA,NA,202,10.9,1223
BFA329,BFR071,South Korea,South Korea,Gyeongbuk,Inje,36.85282,127.601448,Not precise,"caves, forests, and abandoned mines",NA,Central Korean deciduous forests,NA,NA,253,10.5,1255
BFA330,BFR071,South Korea,South Korea,Jeonbuk,Sunchang,35.374414,127.137597,Not precise,"caves, forests, and abandoned mines",NA,Central Korean deciduous forests,NA,NA,94,13.1,1334
BFA331,BFR071,South Korea,South Korea,Jeonnam,"Muan, Jindo, Wando",34.867901,126.991001,Not precise,"caves, forests, and abandoned mines",NA,Central Korean deciduous forests,NA,NA,208,13.1,1449
BFA332,BFR071,South Korea,South Korea,Ulsan,Ulsan,35.538377,129.311359,Not precise,"caves, forests, and abandoned mines",NA,Southern Korea evergreen forests,NA,NA,18,13.9,1250
BFA333,BFR072,Singapur,Singapur,Singapur,Kent Ridge Park,1.283885,103.791295,Not precise,NA,NA,Southern Korea evergreen forests,NA,NA,66,26.7,2391
BFA333,BFR072,Singapur,Singapur,Singapur,Rifle range Road,1.354026,103.793943,Not precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,66,26.7,2426
BFA333,BFR072,Singapur,Singapur,Singapur,Bukit Timah Nature Reserve,1.354056,103.776945,Not precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,153,26.5,2429
BFA333,BFR072,Singapur,Singapur,Singapur,Telok Blangah Hill Park,1.278823,103.810668,Not precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,68,26.7,2393
BFA333,BFR072,Singapur,Singapur,Singapur,Dairy Farm Nature Park,1.364018,103.776397,Not precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,54,26.7,2422
BFA333,BFR072,Singapur,Singapur,Singapur,Pulau Ubin ,1.412566,103.957733,Not precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,3,27.2,2451
BFA333,BFR072,Singapur,Singapur,Singapur,Coney island Park,1.409295,103.92165,Not precise,NA,NA,Peninsular Malaysian rain forests,NA,NA,NA,NA,NA
BFA334,BFR073,Germany,Germany,Germany,Germany,51.165475,10.452313,Not precise,NA,NA,Central European mixed forests,NA,NA,204,8.3,595
BFA335,BFR074,Mexico,Chiapas,Chiapas,Cueva del naranjo,16.85444444,-93.70444444,Not precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,798,23.2,871
BFA336,BFR074,Mexico,Chiapas,Chiapas,Cueva del Cerro hueco,16.72111111,-93.09,Not precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,800,23.3,1058
BFA337,BFR074,Mexico,Chiapas,Chiapas,Cueva del Guano,16.81027778,-93.175,Not precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,771,23.2,967
BFA338,BFR074,Mexico,Colima,Colima,Cueva del Salitre,19.0825,-103.7330556,Not precise,NA,Deciduous forest,Jalisco dry forests,Mesoamerica,NA,499,26.2,832
BFA339,BFR074,Mexico,Colima,Colima,Cueva de los Animales,19.14944444,-103.8330556,Not precise,NA,Deciduous forest,Jalisco dry forests,Mesoamerica,NA,413,28,91
BFA340,BFR074,Mexico,Colima,Colima,Cueva 1,19.1992,-103.9146611,Not precise,NA,Deciduous forest,Jalisco dry forests,Mesoamerica,NA,281,26.1,856
BFA341,BFR074,Mexico,Nayarit,San Blas,Cueva El Naranjal,21.47941667,-105.0775833,Not precise,NA,Mixed forest,Jalisco dry forests,Mesoamerica,NA,525,23.2,1505
BFA342,BFR074,Mexico,Quintana Roo,Lazaro Cardenas,Cueva de Zereque (Actun Tzuub),20.80416667,-87.47611111,Not precise,NA,Limestone rainforest,Yucatán moist forests,Mesoamerica,NA,9,25.3,1254
BFA343,BFR074,Mexico,Yucatan,Yucatan,Cavity 1,20.29027778,-89.64536111,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,70,26,1043
BFA344,BFR074,Mexico,Yucatan,Yucatan,Cavity 2,20.29277778,-89.645,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,68,26,1044
BFA345,BFR074,Mexico,Yucatan,Yucatan,Cueva El Naranjal,20.19888889,-89.31,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,54,25.6,1099
BFA346,BFR074,Mexico,Yucatan,Yucatan,Cueva Tzabnáh (13 cenotes),20.73916667,-89.47944444,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,18,25.9,1001
BFA347,BFR074,Mexico,Yucatan,Yucatan,Grutas de la Santa Maria,20.74694444,-89.29638889,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,14,26,1056
BFA348,BFR074,Mexico,Yucatan,Yucatan,Cueva near to cenote Bal-mil,20.75277778,-89.25138889,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,17,26,1065
BFA349,BFR075,Brazil,Rio de Janeiro,Miracema,Paraíso do Tobias,-21.4045,-42.06766667,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,376,21.7,1284
BFA349,BFR075,Brazil,Rio de Janeiro,Casimiro de Abreu,Morro de São João,-22.51,-41.99230556,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,10,23,1062
BFA349,BFR075,Brazil,Rio de Janeiro,Cachoeira de Macacu,Reserva Ecológica de Guapiaçú,-22.51444444,-42.97694444,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,75,22.7,1552
BFA349,BFR075,Brazil,Rio de Janeiro,Paracambi,Ponte Coberta,-22.65741667,-43.80269444,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,94,23,1406
BFA349,BFR075,Brazil,Rio de Janeiro,Itaguaí,Coroa Grande,-22.88438889,-43.85108333,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,313,22.5,1350
BFA349,BFR075,Brazil,Rio de Janeiro,Mangaratiba,Ilha de Itacuruçá,-22.92763889,-43.88466667,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,12,23.3,1342
BFA349,BFR075,Brazil,Rio de Janeiro,Mangaratiba,Ilha de Jaguanum,-22.99208333,-43.92288889,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,35,NA,NA
BFA349,BFR075,Brazil,Rio de Janeiro,Mangaratiba,Ilha da Marambaia,-23.0675,-43.88722222,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,NA,23.4,1351
BFA349,BFR075,Brazil,Rio de Janeiro,Mangaratiba,Sahy,-22.93272222,-44.01211111,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,59,22.5,1439
BFA349,BFR075,Brazil,Rio de Janeiro,Mangaratiba,Hotel Portobello,-22.90333333,-44.06977778,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,138,22.6,1484
BFA349,BFR075,Brazil,Rio de Janeiro,Mangaratiba,RB Rio das Pedras,-22.99427778,-44.10480556,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,171,22.8,1520
BFA349,BFR075,Brazil,Rio de Janeiro,Angra dos Reis,Ilha da Gipóia,-23.046808,-44.360207,Not precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,31,23.1,1788
BFA350,BFR076,Brazil,Rio de Janeiro,Paracambi,Curió Municipal Natural Park,-22.575,-43.69166667,Precise,Atlantic Forest remnant,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,328,21,1451
BFA207,BFR077,Brazil,Rio de Janeiro,Nova Iguaçu,Tinguá Biological Reserve and two areas sorrounding it,-22.59484444,-43.41823426,Precise,Atlantic forest,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,34,23.3,1673
BFA351,BFR078,Portugal,Portugal,Portugal,Southern Portugal,39.399866,-8.224455,Not Precise,NA,NA,Southwest Iberian Mediterranean sclerophyllous and mixed forests,NA,NA,178,16.3,767
BFA352,BFR079,Mexico,Jalisco,Autlan,Autlan,19.770774,-104.366757,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,919,23.2,828
BFA353,BFR079,Mexico,Jalisco,Autlan,"Autlan, El Coyame, Las Joyas Station",19.61824767,-104.3875113,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,872,23.9,1308
BFA354,BFR079,Mexico,Jalisco,Autlan,"Autlan, El Totole, La Marmolera",19.6249465,-104.4904995,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,327,25.6,1530
BFA355,BFR079,Mexico,Jalisco,Casimiro Castillo,El Coyame,19.497929,-104.521476,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,333,25.3,1419
BFA356,BFR079,Mexico,Jalisco,Casimiro Castillo,"El Coyame, El Totole",19.488524,-104.567859,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,300,25.5,1251
BFA357,BFR079,Mexico,Jalisco,Casimiro Castillo,"El Coyame, El Totole, Villa Purificación",19.56517633,-104.5808217,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,705,24.7,1578
BFA358,BFR079,Mexico,Jalisco,Casimiro Castillo,"El Coyame, La Pareja",20.0467045,-104.379702,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,1381,20.4,990
BFA359,BFR079,Mexico,Jalisco,La Huerta,El Totole,19.479119,-104.614242,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,312,25.4,1195
BFA360,BFR079,Mexico,Jalisco,La Huerta,"El Totole, La Marmolera, El Coyame",19.488524,-104.567859,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,300,25.5,1251
BFA361,BFR079,Mexico,Jalisco,Autlan,Jalocote Rancho de Arturo Moreno,19.819736,-104.422709,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,1272,20.9,1125
BFA362,BFR079,Mexico,Jalisco,Autlan ,"Jalocote, El Coyame, La Pareja, Las Joyas Station, Autlan, Villa Purificación",19.678592,-104.438398,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,584,24.5,1501
BFA363,BFR079,Mexico,Jalisco,Juchitlan,"Juchitlan, La Marmolera",20.082958,-104.100083,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,1254,21.6,718
BFA364,BFR079,Mexico,Jalisco,Juchitlan,"Juchitlan, La Pareja",20.339219,-104.1690055,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,1642,18.3,1025
BFA365,BFR079,Mexico,Jalisco,La Joya,La Joya Neverias,20.84698,-103.979004,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,1369,20.5,943
BFA366,BFR079,Mexico,Jalisco,Juchitlan,La Marmolera,20.659523,-103.349425,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Bajo dry forests,Mesoamerica,NA,1558,19.7,939
BFA367,BFR079,Mexico,Jalisco,Ameca,La Pareja,20.59548,-104.237928,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Sinaloan dry forests,Mesoamerica,NA,1049,22.8,848
BFA368,BFR079,Mexico,Jalisco,Autlan,"La Pareja, Autlan",20.183127,-104.3023425,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,1467,19.9,1021
BFA369,BFR079,Mexico,Jalisco,Chamela,"Rancho Cerro El Tigre, Chamela, Villa Purificación",19.6226265,-104.8402705,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,345,25.2,1366
BFA370,BFR079,Mexico,Jalisco,Villa Prurificación,Villa Purificación,19.718481,-104.606747,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,450,25.1,1743
BFA371,BFR079,Mexico,Jalisco,Villa Prurificación,"Villa Purificación, La Pareja, Autlan",20.028245,-104.4038107,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,1419,20.5,1030
BFA372,BFR080,Brazil,Minas Gerais,"Alfenas, Areado, and Monte Belo",forest remnants with distinct areas,-21.38097222,-46.21263889,Precise,Atlantic Forest and Cerrado,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,882,19.8,1521
BFA373,BFR081,Brazil,Minas Gerais,Minduri and Carrancas,Chapada do Abanador,-21.58333333,-46.55,Not precise,Campos de altitude and campos rupestres with large extensions of grasslands and eventually some shrub-sized species,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,996,19.2,1542
BFA374,BFR082,Brazil,Paraná,Guaratuba,"Guaratuba Bay, Southern Brazil",-25.83333333,-48.56666667,Precise,NA,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,121,19.8,2046
BFA375,BFR083,Venezuela,Falcón,Falcón,Piedra Honda Cave,11.91702778,-70.01908333,Precise,semiarid landscape,Rainforest,Paraguana xeric scrub,Caribbean,NA,141,26.8,529
BFA376,BFR084,Japan,Kansai,Wakayama Prefecture,Wakayama Prefecture,33.66666667,135.3833333,Precise,NA,NA,Taiheiyo evergreen forests,NA,NA,5,16.7,2200
BFA377,BFR085,Gabon,Gabon,Gabon,The Faucon cave,1.07287,13.20739,Precise,Rainforest,NA,Northwestern Congolian lowland forests,NA,NA,747,22.5,1673
BFA378,BFR085,Gabon,Gabon,Gabon,Zadie cave,0.98595,13.19745,Precise,Rainforest,NA,Northwestern Congolian lowland forests,NA,NA,920,21.8,1712
BFA379,BFR085,Gabon,Gabon,Gabon,The Kessipoughou cave,0.86722,12.77389,Precise,Rainforest,NA,Northwestern Congolian lowland forests,NA,NA,529,23.9,1632
BFA380,BFR085,Gabon,Gabon,Gabon,The Djibilong cave,1.36261,13.46296,Precise,Rainforest,NA,Northwestern Congolian lowland forests,NA,NA,513,23.8,1588
BFA381,BFR086,Philippines,Philippines,Philippines,Malusak,13.844378,122.058943,Precise,NA,NA,Luzon rain forests,NA,NA,25,27.1,2486
