SiteCode,RefCode,Country,State,Municipality,Locality,Latitude,Longitude,Precision,Vegetation,VegType,Ecoregion,Domain,Elevation,1kmAlt,MeanAnnTemp,MeanAnnRain
BFA186,BFR027,Mexico,Yucatan,Tunkás,Ejido Tunka´s,20.90099,-88.751303,Not precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,19,25.9,1131
BFA187,BFR027,Mexico,Yucatan,Tunkás,Cenote Tepaka´n,20.88600,-88.68301944,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,24,25.9,1168
BFA188,BFR027,Mexico,Yucatan,Espita,Ex Hacienda Pom,21.06521,-88.42101667,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,27,25.6,1130
BFA189,BFR027,Mexico,Yucatan,Espita,Cenote Pom,21.10683,-88.43851389,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,21,25.6,1117
BFA190,BFR027,Mexico,Yucatan,Buctzotz,Cenote X-limon-Ha,21.18176,-88.6368,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,9,25.8,1081
BFA191,BFR027,Mexico,Yucatan,Buctzotz,Rancho Santa Cruz,21.19020,-88.54203333,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,14,25.7,1069
BFA192,BFR027,Mexico,Yucatan,Buctzotz,Rancho El Roble,21.21571,-88.72906111,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,9,25.8,1064
BFA193,BFR027,Mexico,Yucatan,Buctzotz,Cenote Azul,21.22719,-88.67926667,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,7,25.8,1042
BFA194,BFR027,Mexico,Yucatan,Quintana Roo,Cenote Kax Ek,20.88028,-88.6217,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,25,25.8,1195
BFA195,BFR027,Mexico,Yucatan,Hunucma,Huerto Hunucma,21.00906,-89.86411111,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,7,25.8,751
BFA196,BFR028,Brazil,Santa Catarina,Praia Grande,National Park of Aparados da Serra,-29.17758,-50.106547,Not precise,Ombrophylous dense submontane forest,Rainforest,Araucaria moist forests,Atlantic Forest,NA,942,15.1,1895
BFA196,BFR028,Brazil,Santa Catarina,Criciúma,Peirurban matrix of Criciúma municipality,-28.67748,-49.370417,Not precise,Ombrophylous dense submontane forest,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,50,19.5,1356
BFA197,BFR029,Costa Rica,Costa Rica,Costa Rica,Costa Rica,9.74743,-83.752024,Not precise,NA,Rainforest,Talamancan montane forests,Mesoamerica,NA,1329,19.2,4515
BFA198,BFR029,Honduras,Honduras,Honduras,Honduras,15.19700,-86.24052,Not precise,NA,Rainforest,Central American pine-oak forests,Mesoamerica,NA,907,22.7,1375
BFA199,BFR029,Mexico,Mexico,Mexico,Mexico,23.63451,-102.55278,Not precise,NA,Mixed forest,Meseta Central matorral,Mesoamerica,NA,1977,16.2,355
BFA200,BFR029,Panama,Panama,Panama,Panama,8.53798,-80.782127,Not precise,NA,Coastal sandy mosaic,Isthmian-Pacific moist forests,Mesoamerica,NA,1176,20.7,2618
BFA201,BFR029,Trinidad,Trinidad,Trinidad,Trinidad,10.69180,-61.222503,Not precise,NA,NA,Trinidad and Tobago moist forests,NA,NA,177,23.9,2759
BFA202,BFR030,Brazil,Minas Gerais,Minas Gerais,"Lagoa do Cajueiro State Park (PELC), Jaíba Biological Reserve, Serra Azul Biological Reserve, and Serra do Cipó National Park.",-17.67400,-43.8579,Not precise,"Tropical dry forest, Cerrado and rupestrian grasslands",Semideciduos forest,Bahia interior forests,Atlantic Forest,NA,838,21.1,1215
BFA203,BFR031,Brazil,Maranhão,São Luís,São Luís,-2.82885,-43.9971,Not precise,NA,Coastal sandy mosaic,Maranhão Baba forests,Amazonia,NA,47,27,1769
BFA204,BFR032,Philippines,Mindoro Oriental Province,Mindoro,Naujan Lake national park,13.11005,121.317214,Not precise,NA,NA,Mindoro rain forests,NA,NA,27,27.4,2118
BFA205,BFR033,Paraguay,Central,Central,Central,-23.65050,-57.63816667,Precise,NA,Deciduous forest,Dry Chaco,Gran Chaco,120,78,23.6,1245
BFA205,BFR033,Paraguay,Presidente Hayes,Presidente Hayes,Presidente Hayes,-25.07100,-58.57983333,Precise,NA,Seasonal floodplain forest,Humid Chaco,Gran Chaco,120,85,22.8,1089
BFA205,BFR033,Paraguay,Cordillera,Cordillera,Cordillera,-25.94517,-56.60133333,Precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,100,104,21.9,1419
BFA205,BFR033,Paraguay,Paraguari,Paraguari,Paraguari,-23.25233,-57.44666667,Precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,120,88,23.8,1348
BFA205,BFR033,Paraguay,Concepción,Concepción,Concepción,-21.03950,-57.49283333,Precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,120,108,25.1,1220
BFA205,BFR033,Paraguay,Alto Paraguay,Alto Paraguay,Alto Paraguay,-20.08533,-59.472034,Not precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,120,121,25,845
BFA205,BFR033,Paraguay,Misiones,Misiones,Misiones,-26.75767,-56.83583333,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Pampa,70,97,22,1605
BFA205,BFR033,Paraguay,Itapúa,Itapúa,Itapúa,-20.18300,-55.86116667,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,170,136,24.6,1417
BFA205,BFR033,Paraguay,Alto Paraguay,Alto Paraguay,Alto Paraguay,-23.80833,-58.157,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,90,94,23.7,1084
BFA205,BFR033,Paraguay,San Pedro,San Pedro,San Pedro,-22.63167,-56.128,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,250,280,23,1395
BFA205,BFR033,Paraguay,Amambay,Amambay,Amambay,-22.63183,-56.02383333,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,280,255,23.2,1398
BFA205,BFR033,Paraguay,Concepción,Concepción,Concepción,-26.12817,-57.0225,Precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,270,98,22,1413
BFA205,BFR033,Paraguay,Neembucú,Neembucú,Neembucú,-24.49867,-58.12433333,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Pampa,60,87,23.2,1026
BFA205,BFR033,Paraguay,Canindeyú,Canindeyú,Canindeyú,-23.27867,-55.50566667,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,250,500,21.5,1551
BFA205,BFR033,Paraguay,Presidente Hayes,Presidente Hayes,Presidente Hayes,-21.48017,-57.54866667,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,80,117,24.9,1280
BFA205,BFR033,Paraguay,Alto Paraguay,Alto Paraguay,Alto Paraguay,-23.45267,-59.55216667,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,70,115,23.5,830
BFA205,BFR033,Paraguay,Presidente Hayes,Presidente Hayes,Presidente Hayes,-22.45267,-59.80716667,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,120,128,24.7,665
BFA205,BFR033,Paraguay,Boqueron,Boqueron,Boqueron,-24.50717,-62.34416667,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,240,191,22.8,666
BFA205,BFR033,Paraguay,Canindeyú,Canindeyú,Canindeyú,-25.53833,-54.6375,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,300,227,21.3,1707
BFA205,BFR033,Paraguay,Caazapá,Caazapá,Caazapá,-26.07733,-55.48366667,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,300,243,20.9,1632
BFA205,BFR033,Paraguay,Paraguari,Paraguari,Paraguari,-21.19000,-56.84966667,Precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,150,564,22.5,1347
BFA205,BFR033,Paraguay,Boqueron,Boqueron,Boqueron,-19.54850,-61.69683333,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,250,333,24.7,501
BFA205,BFR033,Paraguay,Alto Paraguay,Alto Paraguay,Alto Paraguay,-26.36333,-60.52733333,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,150,105,21.7,956
BFA205,BFR033,Paraguay,Itapuá,Itapuá,Itapuá,-26.36333,-55.52416667,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,400,407,20.1,1676
BFA206,BFR034,Mexico,Tamaulipas,Tamauín ,"Cave on the property of the Hotel Taninul, Taninul 1",21.93687,-98.888969,Not precise,NA,Mixed forest,Veracruz moist forests,Mesoamerica,NA,52,25.1,1201
BFA207,BFR035,Brazil,Rio de Janeiro,Nova Iguaçu,Tinguá Biological Reserve,-22.59490,-43.42070,Not precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,48,23.3,1673
BFA208,BFR036,Brazil,Mato Grosso do Sul ,Nova Andradina,The legal reserve of Fazenda Dona Amélia,-22.21037,-53.47654889,Precise,Cerrado with influences of Atlantic rainforest,Seasonal floodplain forest,Serra do Mar coastal forests,Atlantic Forest,NA,370,22.9,1410
BFA209,BFR037,Brazil,São Paulo,Cananéia,Parque Estadual da Ilha do Cardoso,-25.13359,-47.9416,Not precise,Atlantic forest,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,125,22.5,2511
BFA210,BFR038,Colombia,Sucre,Sucre,Reserva Forestal Protectora Serranía de Coraza,9.53278,-75.34995833,Precise,tropical dry forest ,Deciduous forest,Magdalena-Urabá moist forests,Caribbean,NA,265,26.4,1337
BFA211,BFR039,Brazil,Mato Grosso do Sul ,Jardim,"southern part of the Serra da Bodoquena National Park, on the Campo  Verde farm",-21.41333,-56.77555556,Precise,savannah forests associated with karstic reliefs and rocky soils,Semideciduos forest,Cerrado,Atlantic Forest,NA,487,22.8,1357
BFA212,BFR040,Brazil,Bahia,Santa Cruz de Cabrália,Cave da Reserva Particular do Patrimonio Natural Estação Veracel,-16.38856,-39.16883333,Precise,Atlantic rain forest with human-made structure,Rainforest,Bahia coastal forests,Atlantic Forest,NA,77,24,1480
BFA213,BFR040,Brazil,Bahia,Santa Cruz de Cabrália,Cave da Reserva Particular do Patrimonio Natural Estação Veracel,-16.38856,-39.16883333,Precise,Atlantic rain forest,Rainforest,Bahia coastal forests,Atlantic Forest,NA,77,24,1480
BFA214,BFR041,Brazil,Rio de Janeiro,Mangaratiba,Marambaia Island ,-23.06756,-43.88312,Not precise,"Forest remnants, mangrove patches and dunes",Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,9,23.4,1343
BFA215,BFR041,Brazil,Rio de Janeiro,Seropédica,Campus of the Federal Rural University of Rio de Janeiro,-22.80750,-43.62138889,Precise,"Experimental plantations of coffee, cocoa and banana",Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,20,23.7,1322
BFA216,BFR042,Spain,Cataluña,Cataluña,Northeat of Spain ,41.59116,1.520863,Precise,NA,NA,Iberian sclerophyllous and semi-deciduous forests,NA,NA,546,13.5,651
BFA217,BFR043,Panama,Veraguas province,Montijo and Soná,Coiba National Park (CNP),7.46086,-81.73048,Not precise,NA,Coastal sandy mosaic,Isthmian-Pacific moist forests,Mesoamerica,NA,24,25.9,3322
BFA218,BFR044,Brazil,Brasilia,Brasilia Federal Distric,Area de Proteção Ambiental de Cafuringa (APAC),-15.73244,-47.81666667,Precise,Cerrado,Seasonal riverine forest,Cerrado,Cerrado,NA,1118,21.1,1532
BFA219,BFR045,Australia,Victoria,New South Wales and South Australia,New South Wales and South Australia,-37.00747,143.388006,Not precise,NA,NA,Southeast Australia temperate forests,NA,NA,257,13.8,577
BFA220,BFR046,Brazil,Rio de Janeiro,"Engenheiro Paulo de Frotin, in Pau Ferro Mountain Range",Instituto Zoobotanico de Morro Azul (IZMA),-22.48333,-43.56666667,Precise,Semi-deciduous forest,Rainforest,Serra do Mar coastal forests,Atlantic Forest,748,619,20.3,1528
BFA221,BFR047,Costa Rica,Costa Rica,Costa Rica,Las Cruces Biological Reserve,8.78333,-82.95,Precise,"Pasture, cropland, house and remnant forest fragment",Rainforest,Isthmian-Pacific moist forests,Mesoamerica,1100,1148,20.5,3349
BFA222,BFR048,Brazil,Paraná,Fazenda do Rio Grande,"Fazenda Experimental Gralha Azul, pertenecente à Pontificia Universidade Catolica de Paraná",-25.65000,-49.26666667,Precise,Fragmentos forestais,Rainforest,Araucaria moist forests,Atlantic Forest,NA,915,16.8,1282
BFA223,BFR049,Brazil,Paraná,São Jose dos Pinhais,Serro e Gemido,-25.53458,-49.203265,Not precise,NA,Rainforest,Araucaria moist forests,Atlantic Forest,NA,907,16.9,1281
BFA146,BFR049,Brazil,São Paulo,São Paulo,Parque Estadual Serra da Cantareira,-23.42183,-46.621414,Not precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,1170,16.1,1517
BFA224,BFR049,Brazil,São Paulo,Riberão Venerando,Estação Biologica Boraceia,-21.32314,-50.309621,Not precise,NA,Rainforest,Alto Paraná Atlantic forests,Atlantic Forest,NA,376,22.3,1185
BFA225,BFR050,Honduras,Olancho,"La Unión, Jano y Esquipulas del Norte",Refugio La Muralla,15.08333333,-86.73333333,Precise,NA,Cloud forest,Central American pine-oak forests,Mesoamerica,NA,1421,19.6,1464
BFA226,BFR051,French Guiana,Apatou,Apatou,Apatou,5.15390,-54.339883,Not precise,NA,Savanna woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,17,26.6,2373
BFA227,BFR051,French Guiana,Awala-Yalimapo,Awala-Yalimapo,Awala-Yalimapo,5.73624,-53.909524,Not precise,NA,Coastal sandy mosaic,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,5,26.6,1899
BFA228,BFR051,French Guiana,Camopi,Camopi,Pic Coudreau du Sud,3.16602,-52.341382,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,78,25.8,2518
BFA229,BFR051,French Guiana,Grand-Santi,Grand-Santi,Gaa Kaba (Montagne Francaise),4.25073,-54.38225,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,67,26.4,2465
BFA230,BFR051,French Guiana,Kourou,Kourou,Kourou,5.16113,-52.649336,Not precise,NA,Savanna woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,2,26,2815
BFA231,BFR051,French Guiana,Mana,Mana,"Crique
Gargoulette along National Road",5.66801,-53.778958,Not precise,NA,Coastal sandy mosaic,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,5,26.6,1973
BFA232,BFR051,French Guiana,Maripasoula,Maripasoula,Atachi Bakka,3.54914,-53.91562,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,632,22.3,2581
BFA233,BFR051,French Guiana,Matoury,Matoury,Lagune Concorde,4.83178,-52.345373,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,24,26.5,3518
BFA234,BFR051,French Guiana,Montsinery,Montsinery,Crique Cascade,4.89472,-52.502522,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,15,26.3,3215
BFA235,BFR051,French Guiana,Regina,Regina,Approuague Saut Athanase,4.18718,-52.334466,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,9,25.7,3586
BFA236,BFR051,French Guiana,Regina,Regina,"Grande Montagne Tortue, piste de Belizon, pK-13",4.30968,-52.134179,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,2,25.8,3747
BFA237,BFR051,French Guiana,Regina,Regina,Grotte Mathilde,4.30968,-52.134179,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,2,25.8,3747
BFA238,BFR051,French Guiana,Regina,Regina,Montagne des Gouffres,4.30968,-52.134179,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,2,25.8,3747
BFA239,BFR051,French Guiana,Regina,Regina,Nouragues,4.30968,-52.134179,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,2,25.8,3747
BFA240,BFR051,French Guiana,Roura,Roura,Cacao,4.54893,-52.491857,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,16,25.9,3695
BFA241,BFR051,French Guiana,Roura,Roura,Crique Boulanger,4.60509,-52.332878,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,20,26,3785
BFA242,BFR051,French Guiana,Roura,Roura,grotte Fourgassié,4.63167,-52.337391,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,10,26.1,3779
BFA243,BFR051,French Guiana,Roura,Roura,Trésor Nature Preservation,4.61021,-52.279023,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,259,24.8,3715
BFA244,BFR051,French Guiana,Saint-Elie,Saint-Elie,Trinité Nature Preservation,4.82274,-53.276409,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,133,24.8,2700
BFA245,BFR051,French Guiana,Saint-Georges-Oyapock,Saint-Georges-Oyapock,Trois-Palétuviers,4.06667,-51.666667,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,16,25.9,3554
BFA246,BFR051,French Guiana,Saül,Saül,near the village,3.86586,-53.387041,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,131,25.2,2404
BFA247,BFR051,French Guiana,Sinnamary,Sinnamary,Paracou at CIRAD,5.37491,-52.95484,Not precise,NA,Hinterland sandy woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,6,26.1,2661
BFA248,BFR051,French Guiana,Sinnamary,Sinnamary,"Piste de Saint-Elie, pK-15",5.37714,-52.95737,Not precise,NA,Hinterland sandy woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,7,26.1,2653
BFA249,BFR051,French Guiana,Sinnamary,Sinnamary,"National Road, pK-106",5.37714,-52.95737,Not precise,NA,Hinterland sandy woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,7,26.1,2653
BFA250,BFR051,French Guiana,Sinnamary,Sinnamary,Yiyi,5.37714,-52.95737,Not precise,NA,Hinterland sandy woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,7,26.1,2653
BFA251,BFR052,Brazil,São Paulo,São Paulo,Estação Ecológica de Caetetus,-22.37500,-49.625,Precise,Forest semideciduos,Rainforest,Alto Paraná Atlantic forests,Atlantic Forest,NA,586,20.4,1293
BFA252,BFR053,Brazil,Goias,Serranopolis,Reserva Particular do Patrimônio Natural Pousada das Araras,-18.41666667,-52,Not precise,Cerrado,Semideciduos forest,Cerrado,Atlantic Forest,600,578,24.3,1536
BFA253,BFR054,Mexico,Nuevo Leon,Santiago,Cueva de la Boca,25.43194444,-100.1519444,Precise,Arid region,Mixed forest,Sierra Madre Oriental pine-oak forests,NA,NA,471,21.9,1006
BFA254,BFR055,Romania, Bihor,Sânmartin,Betfia,46.975559,22.014913,Not precise,NA,NA,Pannonian mixed forests,NA,NA,209,10.2,623
BFA255,BFR055,Romania,Cluj,Mihai Viteazu,Cheile Turzii,46.56337,23.680659,Not precise,NA,NA,Pannonian mixed forests,NA,NA,568,7.9,642
BFA256,BFR055,Hungary,Borsod-Abaúj-Zemplén,Edelény,Edelény,48.293439,20.738582,Not precise,NA,NA,Pannonian mixed forests,NA,NA,130,9.8,552
BFA257,BFR055,Hungary,Eger District of Heves,Felsőtárkány,Felsőtárkány,47.904549,20.338403,Not precise,NA,NA,Pannonian mixed forests,NA,NA,203,9.7,551
BFA258,BFR055,Romania,Constanta,Targusor,Gura Dobrogei,44.481319,28.524819,Not precise,NA,NA,Pontic steppe,NA,NA,53,11.4,425
BFA259,BFR055,Hungary,Baranya,Kombloi,Mánfa,46.162022,18.242438,Not precise,NA,NA,Pannonian mixed forests,NA,NA,214,10.6,655
BFA260,BFR055,Hungary,Borsod-Abaúj-Zemplén,Miskolc,Miskolc,48.103478,20.778438,Not precise,NA,NA,Pannonian mixed forests,NA,NA,127,10,551
BFA261,BFR055,Hungary,Baranya,Nagyharsány,Nagyharsány,45.846695,18.394778,Not precise,NA,NA,Pannonian mixed forests,NA,NA,97,11.2,655
BFA262,BFR055,Hungary,Baranya,Szársomlyó,Szársomlyó,45.855556,18.411389,Not precise,NA,NA,Pannonian mixed forests,NA,NA,405,10.1,691
BFA263,BFR055,Romania,Tulcea,Tulcea,Tulcea,45.171617,28.791442,Not precise,NA,NA,Pontic steppe,NA,NA,55,11,438
BFA264,BFR056,Mexico,Veracruz,Tilapan,Cave near Tilapan,18.85,-96.66666667,Precise,evergreen forest and riparian vegetation,Rainforest,Veracruz moist forests,Mesoamerica,NA,225,24.7,1460
BFA264,BFR056,Mexico,Puebla,Puebla,Zapotlitan Salinas,18.33333333,-97.46666667,Precise,Cactus forest,Semi-arid thorny woodland,NA,Mesoamerica,NA,1494,20.3,424
BFA265,BFR057,Mexico,Jalisco,Chamela,bas,19.592702,-105.044375,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,127,26.1,849
BFA266,BFR057,Mexico,Jalisco,Chamela,hn2,19.421689,-104.822458,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,41,26.3,852
BFA267,BFR057,Mexico,Jalisco,Chamela,jgp,19.83621,-105.237339,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,108,26.2,819
BFA268,BFR057,Mexico,Jalisco,Chamela,lfh,19.421689,-104.822458,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,41,26.3,852
BFA269,BFR057,Mexico,Jalisco,Chamela,hn2,19.421689,-104.822458,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,41,26.3,852
BFA270,BFR057,Mexico,Jalisco,Chamela,na1,19.74379,-104.93301,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,625,24.2,1581
BFA271,BFR057,Mexico,Jalisco,Chamela,na2,19.74379,-104.93301,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,625,24.2,1581
BFA272,BFR057,Mexico,Jalisco,Chamela,scu,19.774031,-105.077875,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,211,25.9,1074
BFA273,BFR057,Mexico,Jalisco,Chamela,udg,19.592702,-105.044375,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,127,26.1,849
BFA274,BFR057,Mexico,Jalisco,Chamela,unam,19.592702,-105.044375,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,127,26.1,849
BFA275,BFR057,Mexico,Jalisco,Chamela,zap,19.421689,-104.822458,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,41,26.3,852
BFA276,BFR058,Ghana,Greater Accra region,Accra,Accra,5.603558,-0.187083,Not precise,NA,NA,Guinean forest-savanna mosaic,NA,NA,56,26.5,831
BFA277,BFR058,Equatorial Guinea,Annobón,Annobón,Island of Annobón,-1.430193,5.635125,Not precise,NA,NA,Cross-Sanaga-Bioko coastal forests,NA,NA,381,NA,NA
BFA278,BFR058,Equatorial Guinea,Bioko,Bioko,Island of Bioko,3.619832,8.748117,Not precise,NA,NA,Cross-Sanaga-Bioko coastal forests,NA,NA,1494,16.2,2644
BFA279,BFR059,United States,Puerto Rico,Puerto Rico,"Cueva de los Culebrones, Mata de Platano Field Station",18.44,-66.7,Not precise,NA,Coral limestone deciduous woodland,Puerto Rican moist forests,Caribbean,NA,8,25.6,1424
BFA280,BFR060,Panama,Panama,Panama,Agua Salud 1,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA280,BFR060,Panama,Panama,Panama,Agua Salud 2,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA280,BFR060,Panama,Panama,Panama,Agua Salud 3,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA280,BFR060,Panama,Panama,Panama,Agua Salud 4,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA280,BFR060,Panama,Panama,Panama,Agua Salud 5,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA280,BFR060,Panama,Panama,Panama,Agua Salud garden,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA280,BFR060,Panama,Panama,Panama,"Barro Colorado Island, Amourtrail",9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA280,BFR060,Panama,Panama,Panama,"Barro Colorado Island, Lab Clearing",9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA280,BFR060,Panama,Panama,Panama,"Barro Colorado Island, Miller trail",9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA280,BFR060,Panama,Panama,Panama,Bohio,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA280,BFR060,Panama,Panama,Panama,Chicha,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA280,BFR060,Panama,Panama,Panama,Frijoles,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA280,BFR060,Panama,Panama,Panama,Gigante 1,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA280,BFR060,Panama,Panama,Panama,Gigante 2,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA280,BFR060,Panama,Panama,Panama,Guanabano,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA280,BFR060,Panama,Panama,Panama,Guava,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
