SiteCode,RefCode,YearStart,YearFinish,Duration,SamplingEffort,BatEcologicalScale,FlyEcologicalScale,BatSamplingMethod,SamplingNights,SamplingHours,SamplingMistnets,SamplingStrata,SamplingSeason,Observation
BFA647,BFR158,1967,1967,,,Single,Single,,,,,,,
BFA648,BFR158,,,,,Single,Single,,,,,,,
BFA649,BFR158,1965,1965,,,Single,Single,,,,,,,
BFA650,BFR158,1970,1970,,,Single,Single,,,,,,,
BFA651,BFR158,,,,,Single,Single,,,,,,,
BFA652,BFR158,,,,,Single,Single,,,,,,,
BFA653,BFR158,1962,1963,,,Single,Single,,,,,,,
BFA654,BFR159,1966,1966,,,Single,Single,,,,,,,
BFA655,BFR160,1979,1979,,,Single,Single,,,,,,,
BFA656,BFR161,2014,2014,7,2304 net hour 12*2.5,all,all,mist net,NA,NA,6,U,NA,
BFA656,BFR161,2014,2014,7,2305 net hour 12*2.5,all,all,mist net,NA,NA,6,U,NA,
BFA656,BFR161,2014,2014,7,2306 net hour 12*2.5,all,all,mist net,NA,NA,6,U,NA,
BFA656,BFR161,2014,2014,7,2307 net hour 12*2.5,all,all,mist net,NA,NA,6,U,NA,
BFA666,BFR162,1971,1972,7,,all,all,,,,,,,
BFA667,BFR163,2006,2008,27,9*2.5,all,all,mist net,72,5,8,U,"dry, rainy and ""Nortes"" (cold fronts)",
BFA668,BFR164,2005,2006,10,25200m2h (7*2.5),all,all,mist net,36,4,10,U,,
BFA669,BFR165,2015,2015,,,all,all,,,,,,,
BFA670,BFR165,2015,2015,,,all,all,,,,,,,
BFA671,BFR165,2015,2015,,,all,all,,,,,,,
BFA672,BFR165,2015,2015,,,all,all,,,,,,,
BFA673,BFR166,1962,1963,,,all,all,,,,,,,
BFA674,BFR166,1962,1963,,,all,all,,,,,,,
BFA675,BFR166,1962,1963,,,all,all,,,,,,,
BFA676,BFR166,1962,1963,,,all,all,,,,,,,
BFA677,BFR166,1962,1963,,,all,all,,,,,,,
BFA678,BFR167,1962,1964,,,Single,Single,,,,,,"Autumn, Spring",
BFA296,BFR168,2011,2013,14,37440 m2h,all,Single,mist net,,12,6,,,
BFA679,BFR169,2003,2005,,,Single,all,,,,,,,
BFA680,BFR170,2012,2012,,,Single,Single,mist net,,,,U,,
BFA681,BFR171,1970,1972,12,,all,all,mist net,,,,,summer,
BFA681,BFR171,1970,1972,12,,all,all,mist net,,,,,,
BFA681,BFR171,1970,1972,12,,all,all,mist net,,,,,,
BFA682,BFR172,1957,1957,,,Single,Single,,,,,,,
BFA683,BFR172,1957,1957,,,Single,Single,,,,,,,
BFA684,BFR172,1957,1957,,,Single,Single,,,,,,,
BFA685,BFR172,1957,1957,,,Single,Single,,,,,,,
BFA686,BFR172,1957,1957,,,Single,Single,,,,,,,
BFA687,BFR172,1957,1957,,,Single,Single,,,,,,,
BFA688,BFR172,1957,1957,,,Single,Single,,,,,,,
