BatPopulationCode;RefCode;SiteCode;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatSubspecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;Observations
BFBPOP0514;BFR024;BFA139;Vespertilionidae;Rhogeessa;Rhogeessa aeneus;Rhogeessa aenea;NA;Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0515;BFR024;BFA139;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0516;BFR024;BFA140;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0517;BFR024;BFA140;Phyllostomidae;Centurio;Centurio senex;Centurio senex;NA;Foliage;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0518;BFR024;BFA140;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0519;BFR024;BFA140;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0520;BFR024;BFA140;Vespertilionidae;Myotis;Myotis keaysi;Myotis pilosatibialis;NA;Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0521;BFR024;BFA140;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;Cave;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0522;BFR024;BFA140;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0523;BFR024;BFA141;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0524;BFR024;BFA141;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0525;BFR024;BFA141;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0526;BFR024;BFA141;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;Cave Human-madestructure;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0527;BFR024;BFA141;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;Cave;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0528;BFR024;BFA141;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0529;BFR024;BFA142;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0530;BFR024;BFA142;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0531;BFR024;BFA142;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0532;BFR024;BFA142;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;Cave Human-madestructure;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0533;BFR024;BFA142;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;Cave;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0534;BFR024;BFA142;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0535;BFR024;BFA143;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0536;BFR024;BFA143;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0537;BFR024;BFA143;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0538;BFR024;BFA143;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;Cave;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0539;BFR024;BFA144;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0540;BFR024;BFA144;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0541;BFR024;BFA144;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;Cave;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0542;BFR024;BFA144;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0543;BFR024;BFA145;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;Cave;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0544;BFR024;BFA145;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0545;BFR025;BFA146;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0546;BFR025;BFA146;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0547;BFR025;BFA146;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0548;BFR025;BFA146;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0549;BFR025;BFA146;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0550;BFR025;BFA146;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0551;BFR026;BFA147;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0552;BFR026;BFA147;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mesoamericanus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0553;BFR026;BFA148;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0554;BFR026;BFA148;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0555;BFR026;BFA148;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira parvidens;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0556;BFR026;BFA149;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0557;BFR026;BFA149;Phyllostomidae;Choeronycteris;Choeronycteris mexicana;Choeronycteris mexicana;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0558;BFR026;BFA149;Phyllostomidae;Leptonycteris;Leptonycteris nivalis;Leptonycteris nivalis;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0559;BFR026;BFA149;Natalidae;Natalus;Natalus stramineus;Natalus stramineus;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0560;BFR026;BFA150;Phyllostomidae;Carollia;Carollia castanea;Carollia castanea;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0561;BFR026;BFA150;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0562;BFR026;BFA150;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mesoamericanus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0563;BFR026;BFA151;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0564;BFR027;BFA152;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0565;BFR027;BFA152;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0566;BFR027;BFA152;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0567;BFR027;BFA152;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0568;BFR027;BFA152;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;209;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0569;BFR027;BFA152;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;Cave;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0570;BFR027;BFA152;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0571;BFR027;BFA152;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;Cave;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0572;BFR027;BFA152;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0573;BFR027;BFA152;Phyllostomidae;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;NA;Cave;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0574;BFR027;BFA152;Phyllostomidae;Micronycteris;Micronycteris minuta;Micronycteris minuta;NA;Cave Treecavity;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0575;BFR027;BFA152;Phyllostomidae;Micronycteris;Micronycteris sanborni;Micronycteris sanborni;NA;Cave Human-madestructure Treecavity;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0576;BFR027;BFA152;Phyllostomidae;Micronycteris;Micronycteris sp.;Micronycteris sp.;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0577;BFR027;BFA152;Phyllostomidae;Mimon;Mimon crenulatum;Gardnerycteris crenulatum;NA;Foliage;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0578;BFR027;BFA152;Phyllostomidae;Phylloderma;Phylloderma stenops;Phylloderma stenops;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0579;BFR027;BFA152;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0580;BFR027;BFA152;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0581;BFR027;BFA152;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0582;BFR027;BFA152;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0583;BFR028;BFA153;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0584;BFR028;BFA153;Phyllostomidae;Artibeus;Artibeus obscurus;Artibeus obscurus;NA;Foliage Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0585;BFR028;BFA153;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0586;BFR028;BFA153;Phyllostomidae;Carollia;Carollia brevicauda;Carollia brevicauda;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0587;BFR028;BFA153;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0588;BFR028;BFA153;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0589;BFR028;BFA153;Phyllostomidae;Diaemus;Diaemus youngi;Diaemus youngii;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0590;BFR028;BFA153;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0591;BFR028;BFA153;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0592;BFR028;BFA153;Phyllostomidae;Lophostoma;Lophostoma carrikeri;Lophostoma carrikeri;NA;Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0593;BFR028;BFA153;Phyllostomidae;Lophostoma;Lophostoma silvicolum;Lophostoma silvicola;NA;Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0594;BFR028;BFA153;Phyllostomidae;Mimon;Mimon crenulatum;Gardnerycteris crenulatum;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0595;BFR028;BFA153;Phyllostomidae;Micronycteris;Micronycteris minuta;Micronycteris minuta;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0596;BFR028;BFA153;Vespertilionidae;Myotis;Myotis albescens;Myotis albescens;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0597;BFR028;BFA153;Vespertilionidae;Myotis;Myotis riparius;Myotis riparius;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0598;BFR028;BFA153;Noctilionidae;Noctilio;Noctilio albiventris;Noctilio albiventris;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0599;BFR028;BFA153;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0600;BFR028;BFA153;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0601;BFR028;BFA153;Emballonuridae;Saccopteryx;Saccopteryx leptura;Saccopteryx leptura;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0602;BFR028;BFA153;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0603;BFR028;BFA153;Phyllostomidae;Tonatia;Tonatia saurophila;Tonatia maresi;NA;Cave Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0604;BFR029;BFA154;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0605;BFR029;BFA154;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus planirostris;NA;Cave Foliage Human-madestructure Tent Treecavity;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0606;BFR029;BFA154;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;348;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0607;BFR029;BFA154;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0608;BFR029;BFA154;Phyllostomidae;Chrotopterus;Chrotopterus aurita;Chrotopterus auritus;NA;Cave;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0609;BFR029;BFA154;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0610;BFR029;BFA154;Phyllostomidae;Diaemus;Diaemus youngi;Diaemus youngii;NA;Cave Treecavity;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0611;BFR029;BFA154;Molossidae;Eumops;Eumops glaucinus;Eumops glaucinus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0612;BFR029;BFA154;Molossidae;Eumops;Eumops patagonicus;Eumops patagonicus;NA;Cave;521;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0613;BFR029;BFA154;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0614;BFR029;BFA154;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;Human-madestructure Termitenest Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0615;BFR029;BFA154;Molossidae;Molossops;Molossops temminckii;Molossops temminckii;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0616;BFR029;BFA154;Molossidae;Molossus;Molossus molossus;Molossus molossus;NA;Human-madestructure;231;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0617;BFR029;BFA154;Molossidae;Molossus;Molossus rufus;Molossus fluminensis;NA;Treecavity;107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0618;BFR029;BFA154;Natalidae;Natalus;Natalus stramineus;Natalus macrourus;NA;Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0619;BFR029;BFA154;Noctilionidae;Noctilio;Noctilio albiventris;Noctilio albiventris;NA;Treecavity;67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0620;BFR029;BFA154;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;Cave Human-madestructure Treecavity;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0621;BFR029;BFA154;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0622;BFR029;BFA154;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0623;BFR029;BFA154;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;406;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0624;BFR030;BFA155;Natalidae;Natalus;Natalus stramineus;Natalus mexicanus;NA;Treecavity;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0625;BFR031;BFA156;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0626;BFR031;BFA156;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0627;BFR031;BFA156;Phyllostomidae;Artibeus;Artibeus obscurus;Artibeus obscurus;NA;Foliage Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0628;BFR031;BFA156;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0629;BFR031;BFA156;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0630;BFR032;BFA157;Noctilionidae;Noctilio;Noctilio albiventris;Noctilio albiventris;NA;Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0631;BFR032;BFA157;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0632;BFR032;BFA157;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0633;BFR032;BFA157;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0634;BFR032;BFA157;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0635;BFR032;BFA157;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;Human-madestructure Termitenest Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0636;BFR032;BFA157;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0637;BFR032;BFA157;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0638;BFR032;BFA157;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0639;BFR032;BFA157;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;Treecavity;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0640;BFR033;BFA158;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0641;BFR033;BFA158;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0642;BFR033;BFA158;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0643;BFR033;BFA158;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0644;BFR033;BFA158;Phyllostomidae;Artibeus;Artibeus obscurus;Artibeus obscurus;NA;Foliage Human-madestructure;93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
