BatPopulationCode;RefCode;SiteCode;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatSubspecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;Observations
BFBPOP0645;BFR033;BFA158;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0646;BFR033;BFA158;Phyllostomidae;Dermanura;Dermanura cinerea;Artibeus cinereus;NA;Foliage Tent;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0647;BFR033;BFA158;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0648;BFR033;BFA158;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;Cave;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0649;BFR033;BFA158;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0650;BFR033;BFA158;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0651;BFR033;BFA158;Phyllostomidae;Sturnira;Sturnira tildae;Sturnira tildae;NA;Rivercliff;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0652;BFR033;BFA158;Phyllostomidae;Tonatia;Tonatia bidens;Tonatia bidens;NA;Treecavity;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0653;BFR033;BFA158;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;Cave Human-madestructure Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0654;BFR033;BFA158;Phyllostomidae;Vampyressa;Vampyressa pusilla;Vampyressa pusilla;NA;Foliage Human-madestructure Tent;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0655;BFR034;BFA159;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0656;BFR034;BFA159;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0657;BFR034;BFA159;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira giannae;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0658;BFR034;BFA159;Phyllostomidae;Sturnira;Sturnira erythromos;Sturnira erythromos;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0659;BFR034;BFA159;Phyllostomidae;Lophostoma;Lophostoma silvicolum;Lophostoma silvicola;NA;Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0660;BFR034;BFA159;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0661;BFR034;BFA159;Noctilionidae;Noctilio;Noctilio albiventris;Noctilio albiventris;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0662;BFR034;BFA159;Phyllostomidae;Glyphonycteris;Glyphonycteris daviesi;Glyphonycteris daviesi;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0663;BFR034;BFA159;Phyllostomidae;Carollia;Carollia brevicauda;Carollia brevicauda;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0664;BFR034;BFA159;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0665;BFR034;BFA159;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0666;BFR035;BFA160;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0667;BFR035;BFA160;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0668;BFR035;BFA160;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0669;BFR035;BFA160;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0670;BFR035;BFA160;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0671;BFR035;BFA160;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0672;BFR035;BFA160;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0673;BFR035;BFA160;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;Cave;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0674;BFR036;BFA161;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;17;NA;2;2;4;1;4;NA;2;2;NA;NA
BFBPOP0675;BFR036;BFA162;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;39;NA;24;39;NA;NA;2;NA;4;NA;NA;NA
BFBPOP0676;BFR037;BFA163;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;115;NA;50;65;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0677;BFR038;BFA164;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0678;BFR038;BFA164;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0679;BFR038;BFA164;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0680;BFR038;BFA164;Phyllostomidae;Chiroderma;Chiroderma villosum;Chiroderma villosum;NA;Human-madestructure Treecavity;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0681;BFR038;BFA164;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0682;BFR038;BFA164;Phyllostomidae;Lonchophylla;Lonchophylla robusta;Lonchophylla robusta;NA;Cave;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0683;BFR038;BFA164;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;Cave Human-madestructure Treecavity;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0684;BFR038;BFA164;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0685;BFR038;BFA164;Phyllostomidae;Platyrrhinus;Platyrrhinus helleri;Platyrrhinus helleri;NA;Foliage Human-madestructure Tent Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0686;BFR038;BFA164;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mesoamericanus;NA;Cave;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0687;BFR038;BFA164;Phyllostomidae;Tonatia;Tonatia saurophila;Tonatia bakeri;NA;Cave Termitenest Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0688;BFR038;BFA164;Phyllostomidae;Uroderma;Uroderma convexum;Uroderma convexum;NA;Human-madestructure Tent;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0689;BFR038;BFA164;Phyllostomidae;Vampyressa;Vampyressa thyone;Vampyressa thyone;NA;Tent;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0690;BFR039;BFA165;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0691;BFR039;BFA165;Emballonuridae;Peropteryx;Peropteryx macrotis;Peropteryx macrotis;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0692;BFR039;BFA165;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0693;BFR039;BFA165;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0694;BFR039;BFA165;Phyllostomidae;Micronycteris;Micronycteris minuta;Micronycteris minuta;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0695;BFR039;BFA165;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0696;BFR039;BFA165;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0697;BFR039;BFA165;Phyllostomidae;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0698;BFR039;BFA165;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0699;BFR039;BFA165;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0700;BFR039;BFA165;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0701;BFR039;BFA165;Phyllostomidae;Diaemus;Diaemus youngi;Diaemus youngii;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0702;BFR039;BFA165;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0703;BFR039;BFA165;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0704;BFR039;BFA165;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0705;BFR040;BFA166;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0706;BFR040;BFA166;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0707;BFR040;BFA166;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0708;BFR040;BFA166;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0709;BFR040;BFA166;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;197;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0710;BFR040;BFA166;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0711;BFR040;BFA166;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0712;BFR041;BFA167;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0713;BFR041;BFA167;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0714;BFR041;BFA167;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0715;BFR041;BFA167;Phyllostomidae;Carollia;Carollia castanea;Carollia castanea;NA;Cave Treecavity;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0716;BFR041;BFA167;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0717;BFR041;BFA167;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;Foliage Human-madestructure Treecavity;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0718;BFR041;BFA167;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0719;BFR041;BFA167;Phyllostomidae;Enchisthenes;Enchisthenes hartii;Enchisthenes hartii;NA;Treecavity;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0720;BFR041;BFA167;Vespertilionidae;Eptesicus;Eptesicus brasiliensis;Eptesicus brasiliensis;NA;Cave;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0721;BFR041;BFA167;Phyllostomidae;Glossophaga;Glossophaga commissarisi;Glossophaga commissarisi;NA;Cave;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0722;BFR041;BFA167;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0723;BFR041;BFA167;Phyllostomidae;Hylonycteris;Hylonycteris underwoodi;Hylonycteris underwoodi;NA;Cave Human-madestructure;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0724;BFR041;BFA167;Phyllostomidae;Lonchophylla;Lonchophylla robusta;Lonchophylla robusta;NA;Cave;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0725;BFR041;BFA167;Phyllostomidae;Micronycteris;Micronycteris microtis;Micronycteris microtis;NA;Cave Human-madestructure Treecavity;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0726;BFR041;BFA167;Vespertilionidae;Myotis;Myotis keaysi;Myotis pilosatibialis;NA;Treecavity;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0727;BFR041;BFA167;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0728;BFR041;BFA167;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0729;BFR041;BFA167;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0730;BFR041;BFA167;Phyllostomidae;Platyrrhinus;Platyrrhinus vittatus;Platyrrhinus vittatus;NA;Cave Treecavity;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0731;BFR041;BFA167;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mesoamericanus;NA;Cave;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0732;BFR041;BFA167;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;113;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0733;BFR041;BFA167;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;Foliage;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0734;BFR041;BFA167;Phyllostomidae;Uroderma;Uroderma bilobatum;Uroderma convexum;NA;Human-madestructure Tent;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0735;BFR041;BFA167;Phyllostomidae;Vampyressa;Vampyressa thyone;Vampyressa thyone;NA;Tent;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0736;BFR042;BFA168;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0737;BFR042;BFA168;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0738;BFR042;BFA168;Vespertilionidae;Eptesicus;Eptesicus brasiliensis;Eptesicus brasiliensis;NA;Cave;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0739;BFR042;BFA168;Vespertilionidae;Histiotus;Histiotus velatus;Histiotus velatus;NA;Cave Human-madestructure;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0740;BFR042;BFA168;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0741;BFR042;BFA168;Vespertilionidae;Myotis;Myotis ruber;Myotis ruber;NA;Cave;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0742;BFR043;BFA169;Vespertilionidae;Myotis;Myotis ruber;Myotis ruber;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0743;BFR043;BFA100;Vespertilionidae;Myotis;Myotis ruber;Myotis ruber;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0744;BFR043;BFA170;Vespertilionidae;Myotis;Myotis ruber;Myotis ruber;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0745;BFR044;BFA171;Vespertilionidae;Bauerus;Bauerus dubiaquercus;Bauerus dubiaquercus;NA;Treecavity;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0746;BFR045;BFA172;Phyllostomidae;Trinycteris;Trinycteris nicefori;Trinycteris nicefori;NA;Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0747;BFR045;BFA173;Vespertilionidae;Eptesicus;Eptesicus furinalis;Eptesicus furinalis;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0748;BFR045;BFA173;Vespertilionidae;Myotis;Myotis sp.;Myotis sp.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0749;BFR045;BFA173;Noctilionidae;Noctilio;Noctilio albiventris;Noctilio albiventris;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0750;BFR045;BFA173;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0751;BFR045;BFA173;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0752;BFR045;BFA174;Phyllostomidae;Mimon;Mimon crenulatum;Gardnerycteris crenulatum;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0753;BFR045;BFA175;Mormoopidae;Pteronotus;Pteronotus rubiginosus;Pteronotus rubiginosus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0754;BFR045;BFA176;Phyllostomidae;Sturnira;Sturnira sp.;Sturnira sp.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0755;BFR045;BFA177;Molossidae;Molossus;Molossus rufus;Molossus rufus;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0756;BFR045;BFA178;Phyllostomidae;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;NA;Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0757;BFR045;BFA178;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0758;BFR045;BFA178;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0759;BFR045;BFA179;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0760;BFR045;BFA180;Vespertilionidae;Myotis;Myotis albescens;Myotis albescens;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0761;BFR045;BFA181;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0762;BFR045;BFA181;Phyllostomidae;Diaemus;Diaemus youngi;Diaemus youngii;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0763;BFR045;BFA182;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0764;BFR045;BFA182;Phyllostomidae;Phylloderma;Phylloderma stenops;Phylloderma stenops;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0765;BFR045;BFA182;Phyllostomidae;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;NA;Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0766;BFR045;BFA182;Mormoopidae;Pteronotus;Pteronotus rubiginosus;Pteronotus rubiginosus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0767;BFR045;BFA182;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0768;BFR045;BFA183;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0769;BFR045;BFA183;Vespertilionidae;Myotis;Myotis cf. riparius;Myotis cf. riparius;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0770;BFR045;BFA183;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0771;BFR045;BFA183;Vespertilionidae;Myotis;Myotis sp.;Myotis sp.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0772;BFR045;BFA183;Mormoopidae;Pteronotus;Pteronotus group parnellii;Pteronotus sp.;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0773;BFR045;BFA183;Mormoopidae;Pteronotus;Pteronotus rubiginosus;Pteronotus rubiginosus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0774;BFR045;BFA184;Mormoopidae;Pteronotus;Pteronotus alitonus;Pteronotus alitonus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0775;BFR045;BFA184;Mormoopidae;Pteronotus;Pteronotus rubiginosus;Pteronotus rubiginosus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
